customer_id,customer_feedback,support_chat_excerpt,reason_for_low_activity,
C100354,"Sangat kecewa dengan delivery, dah lama sgt!  Hopefully next time faster lah.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,
C100355,"Sangat disappointed lah, order dah lama sgt tak sampai.  Maybe next time check shipping details more carefully, ya?",Customer: My order still hasn't arrived!  It's been weeks now.,Long time since last order,
C100356,,,,
C100357,,,,
C100358,"Sangat kecewa dengan delivery, dah lama sgt!  And the refund process was a bit slow too, tak selesaikan masalah.",Customer: My order is still not here!  It's been ages.,Late delivery & refund issue,
C100359,,,,
C100360,,,,
C100361,"Sangat kecewa dengan order saya, dah lama sangat sampai.  Maybe next time, check delivery timing better lah.","Customer: My order still hasn't arrived!  Agent: We apologize for the delay, let us investigate immediately.",Delivery delay,
C100362,,,,
C100363,"Sangat kecewa dengan delivery, lambat sangat!  Takde lah sbb nak beli hadiah birthday.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: We apologize for the delay, sir. Let us check on the status immediately.",Late delivery,
C100364,,,,
C100365,"Sangat kecewa dengan order lepas ni. Took so long to arrive and the product wasn't what I expected.  Need to improve the delivery time, seriously!","Customer: 'My order is still not here! I ordered it like ages ago.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Product refund issue,
C100366,,,,
C100367,"Sangat kecewa dengan delivery, lambat sgt!  Takde notif pun kalau dah sampai kedai pos.  Hopefully next time delivery lebih cepat.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery,
C100368,,,,
C100369,,,,
C100370,"Sangat disappointed lah, order dah lama sgt dtg, takde apa2.  Maybe next time check delivery timing better, sbb saya dah tak minat belanja online.","Customer: My order is still not here! It's been ages.
Agent: I sincerely apologize for the delay. Let me check on the status for you.",Delivery delay,
C100371,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah lama tak order, harap next time lebih pantas.",Customer:  My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,
C100372,,,,
C100373,,,,
C100374,"Slightly disappointed with the wait, but overall still happy with the shop.  Shipping was a bit slow this time, but the products are good!","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100375,,,,
C100376,,,,
C100377,"Slightly disappointed with the delivery, took ages!  The refund process was a bit slow too, but overall okay.","Customer: 'Hi, my refund hasn't arrived yet.' Agent: 'I'm so sorry to hear that! Let me check on the status for you.'",Slow refund processing,
C100378,,,,
C100379,,,,
C100380,"Sangat kecewa dengan delivery, lambat sgt!  Takde notif pun kalau dah sampai kedai pos.  Hopefully next time delivery lebih cepat.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery,
C100381,"Sangat kecewa dengan delivery, lambat sgt!  Takde notif pun kalau dah sampai kedai pos.  Hopefully next time delivery lebih cepat.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: I sincerely apologize for the delay. Let me check on the status for you.",Late delivery,
C100382,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100383,,,,
C100384,,,,
C100385,,,,
C100386,,,,
C100387,,,,
C100388,,,,
C100389,,,,
C100390,,,,
C100391,,,,
C100392,,,,
C100393,,,,
C100394,"Sangat kecewa dengan refund-nya, produknya tak sesuai yang saya harapkan.  Sbb tu dah tak order dah sebulan ni.","Customer:  Saya nak tanya pasal refund saya.  Support:  Okay, boleh tolong confirm order number anda?",Product refund issue,
C100395,,,,
C100396,,,,
C100397,,,,
C100398,"Sangat kecewa dengan penghantaran, lambat sangat!  Saya dah tak sabar nak beli lagi.","Customer: My order is still not here!  Agent: We sincerely apologize for the delay, sir. Let us check on that for you.",Late delivery,
C100399,,,,
C100400,,,,
C100401,,,,
C100402,,,,
C100403,,,,
C100404,,,,
C100405,"Sangat kecewa dengan delivery, lambat sgt!  Takde pulak notification yg betul.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery,
C100406,,,,
C100407,,,,
C100408,,,,
C100409,,,,
C100410,,,,
C100411,"Sangat kecewa dengan order saya, dah 10 hari tak sampai!  Maybe next time think twice before order.","Customer: My order hasn't arrived yet, I'm really worried.  Agent: I'm so sorry for the delay, let me check on that for you.",Delivery delay,
C100412,,,,
C100413,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, but I'll give them another chance.","Customer: 'Hi, my order still hasn't arrived!  It's been ages.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Shipping delay,
C100414,,,,
C100415,"Slightly disappointed with the wait, but the product itself was okay.  Shipping could be faster next time, maybe?","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100416,"Sangat kecewa dengan delivery, selalu lambat!  And the product I ordered was a bit faulty, need refund.",Customer: My order is still not here!  It's been ages.,Late delivery issues,
C100417,,,,
C100418,,,,
C100419,,,,
C100420,Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak dapat barang ni.,"Customer: My order still hasn't arrived!  Agent: We apologize for the delay, we're looking into it now.",Delivery delay,
C100421,,,,
C100422,"Sangat kecewa dengan refund-nya, produknya tak sesuai yang saya order.  Sbb tu dah tak minat belanja online sbb risai.","Customer:  Saya nak return barang ni, sebab tak betul.  Agent:  Okay, boleh tolong confirm order number anda?",Product quality issue,
C100423,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,
C100424,,,,
C100425,"Slightly disappointed, the delivery took a while.  But overall, still happy with the shop, just wish it was faster!","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Long time since last order,
C100426,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! I ordered it like ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long time since last order,
C100427,"Sangat kecewa dengan order lepas ni, lambat sangat!  Takde pulak notification pasal delivery.  Hopefully next time delivery cepat.","Customer:  My order is still not here!  It was supposed to arrive last week.
Agent:  I'm so sorry for the delay, let me check on that for you.",Refund issue,
C100428,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100429,"Sangat kecewa dengan tempoh penghantaran, dah lama sangat!  Takde apa-apa notification pun pasal delivery.",Customer:  My order still hasn't arrived!  It was supposed to be here weeks ago.,Delivery delay,
C100430,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, maybe next time will be faster.","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Delivery delay,
C100431,,,,
C100432,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Delivery delay,
C100433,"Sangat kecewa dengan tempoh penghantaran, dah lama sangat!  Takde apa-apa notification pun pasal delivery.",Customer:  My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,
C100434,,,,
C100435,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,
C100436,,,,
C100437,,,,
C100438,,,,
C100439,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived! It was supposed to be here ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100440,,,,
C100441,,,,
C100442,,,,
C100443,,,,
C100444,,,,
C100445,,,,
C100446,,,,
C100447,,,,
C100448,,,,
C100449,,,,
C100450,,,,
C100451,"Slightly disappointed with the wait, really wanted to get this item sooner. Shipping was a bit slow, but the product itself is okay, I guess.","Customer: 'Hi, my order is still not here! I ordered it ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long delivery time,
C100452,,,,
C100453,"Slightly disappointed with the delivery, took a bit longer than expected. Still, the product was okay, but could be better lah.","Customer: 'My order is still not here! When will it arrive?' Agent: 'We're so sorry for the delay, sir. We're checking with the courier now.'",Delivery delay,
C100454,,,,
C100455,,,,
C100456,,,,
C100457,,,,
C100458,,,,
C100459,,,,
C100460,,,,
C100461,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here weeks ago.,Delivery delay,
C100462,"Sangat kecewa dengan delivery, lambat sangat!  Takde pulak barang yang sesuai gambar, nak refund lah.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, let me check on the status for you.",Delivery delay & product mismatch,
C100463,,,,
C100464,Sangat disappointed dengan lambatnya delivery!  Takde lah sbb nak pakai baju ni.  Hope next time better.,Customer: My order still hasn't arrived!  It was supposed to be here weeks ago.,Long delivery time,
C100465,,,,
C100466,,,,
C100467,,,,
C100468,,,,
C100469,,,,
C100470,,,,
C100471,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100472,,,,
C100473,,,,
C100474,,,,
C100475,,,,
C100476,,,,
C100477,,,,
C100478,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery time lah. ",Customer:  My order still hasn't arrived!  It's been ages.,Long delivery time,
C100479,"Sangat kecewa dengan delivery, selalu lambat!  Maybe should improve the shipping process a bit, ya?",Customer: My order is still not here!  It's been ages.,Late delivery issues,
C100480,,,,
C100481,"Sangat kecewa dengan order last time, lambat sangat!  Hopefully next time delivery will be faster, and the product is good.","Customer: 'My order is still not here! I ordered it ages ago.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Refund issues,
C100482,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time delivery lebih cepat.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent:  I apologize for the delay, sir. Let me check on the status for you.",Late delivery,
C100483,,,,
C100484,,,,
C100485,"Sangat kecewa dengan penghantaran, dah lama sgt!  Takde notif pun kalau dtg.  Maybe next time pilih seller lain lah.","Customer:  My order still hasn't arrived!  It was supposed to be here weeks ago.
Agent:  I'm so sorry for the delay, let me check on the tracking details for you.",Late delivery issues,
C100486,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak dapat barang ni, dah 101 hari!","Customer:  My order still hasn't arrived?!  Agent:  I'm so sorry for the delay, let me check on that for you.",Delivery delay,
C100487,,,,
C100488,,,,
C100489,,,,
C100490,Sangat kecewa dengan lambatnya pengiriman.  Saya dah tak sabar nak dapat barang ni.,"Customer: My order still hasn't arrived!  Agent: We apologize for the delay, let us check on that for you.",Delivery delay,
C100491,,,,
C100492,,,,
C100493,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: I sincerely apologize for the delay. Let me check on the status for you.",Late delivery,
C100494,"Slightly disappointed with the delivery, took a bit longer than expected.  Still, the product was okay, but could be better lah.","Customer: 'My order is still not here!  It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100495,,,,
C100496,,,,
C100497,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here weeks ago.,Delivery delay,
C100498,,,,
C100499,,,,
C100500,"Slightly disappointed, the delivery took a while.  Still like the shop though, just need to be more reliable with shipping times, you know?","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100501,,,,
C100502,,,,
C100503,,,,
C100504,,,,
C100505,,,,
C100506,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived! It was supposed to be here ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long time since last order,
C100507,,,,
C100508,,,,
C100509,,,,
C100510,,,,
C100511,,,,
C100512,,,,
C100513,"Sangat kecewa dengan delivery, dah lama sgt!  Takde notification pun.  Hopefully next time delivery lebih cepat.","Customer: My order is still not here!  It's been so long.
Agent: We sincerely apologize for the delay. Let us investigate immediately.",Late delivery issues,
C100514,,,,
C100515,,,,
C100516,,,,
C100517,,,,
C100518,,,,
C100519,,,,
C100520,,,,
C100521,,,,
C100522,"Sangat kecewa dengan delivery, lambat sgt!  Takde notif pun kalau dah sampai kedai pos.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery,
C100523,,,,
C100524,,,,
C100525,,,,
C100526,"Sangat kecewa dengan refund-nya, produknya tak sesuai yang saya harapkan.  Sbb tu dah tak order dah sikit.","Customer:  Saya nak tanya pasal refund saya.  Support:  Okay, boleh tolong confirm order number anda?",Product quality issue,
C100527,"Sangat kecewa dengan delivery, lambat pulak!  But the product itself is okay, just wish it arrived on time.  Maybe can give better discount next time?","Customer: My order is late again!  It was supposed to arrive last week.
Agent:  We sincerely apologize for the delay, sir. Let me check on the status now.",Late delivery,
C100528,"Sangat kecewa dengan delivery, lambat sangat!  Takde pulak barangnya, macam mana?","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, let me check on the status for you.",Late delivery,
C100529,"Slightly disappointed with the delivery, it took a bit longer than expected.  Still like the products though, but need faster shipping next time, maybe?","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you immediately.'",Delivery delay,
C100530,,,,
C100531,,,,
C100532,"Sangat kecewa dengan refund-nya, produknya tak sesuai gambar.  Sbb tu dah tak order dah sikit.","Customer:  Saya nak tanya pasal refund saya.  Agent:  Okay, boleh saya bantu?  Customer:  Saya order baju tapi warna dia tak macam gambar.",Refund issues,
C100533,,,,
C100534,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time check delivery timing better, ya?","Customer:  My order still hasn't arrived!  It was supposed to be here a week ago.
Agent:  I'm so sorry for the delay, let me check on that for you immediately.",Delivery delay,
C100535,"Slightly disappointed, the delivery took ages!  I really wanted to buy more, but it's a bit of a hassle now.  Maybe need to look at other shops.","Customer: 'Hi, my order is still not here!  It was supposed to arrive weeks ago.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long delivery times,
C100536,,,,
C100537,,,,
C100538,"Sangat kecewa, dah lama sgt order tak sampai.  Maybe next time check delivery timing better lah.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,
C100539,,,,
C100540,,,,
C100541,,,,
C100542,,,,
C100543,"Sangat kecewa dengan order lepas tu, lambat sangat!  Takde update pun.  Hopefully next time delivery lebih cepat.","Customer:  My order is still not here!  It was supposed to arrive last week.
Agent:  I'm so sorry for the delay, let me check on that for you.",Refund issue,
C100544,,,,
C100545,,,,
C100546,,,,
C100547,,,,
C100548,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery,
C100549,,,,
C100550,,,,
C100551,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, maybe next time will be faster.","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100552,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: We apologize for the delay, sir. Let us investigate immediately.",Late delivery,
C100553,,,,
C100554,"Sangat kecewa, dah lama sgt order tak sampai.  Maybe next time check delivery timing better lah.","Customer: 'My order still hasn't arrived! I placed it ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100555,,,,
C100556,,,,
C100557,,,,
C100558,,,,
C100559,,,,
C100560,"Sangat kecewa dengan tempahan saya. Barang dah sampai lambat sikit, and the quality not as good as I expected.  Maybe next time I'll try somewhere else.","Customer: My order is really late!  I ordered it ages ago.
Agent: I'm so sorry for the delay, let me check on that for you.",Delayed delivery,
C100561,"Sangat kecewa dengan delivery, lambat sgt! And the refund process also took ages, not happy at all.  Sangat mengecewakan, delivery lambat dan refund pun susah.","Customer: 'My order is still not here!  It was supposed to arrive last week.' Agent: 'I apologize for the delay, let me check on the status for you.'",Delivery delay & refund issue,
C100562,,,,
C100563,,,,
C100564,,,,
C100565,,,,
C100566,,,,
C100567,,,,
C100568,,,,
C100569,,,,
C100570,"Slightly disappointed with the delay, but overall still happy with the shop.  Shipping needs to be faster, maybe?","Customer: 'My order is taking so long!  I ordered it like ages ago.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100571,"Slightly disappointed, really. The last order took ages to arrive, and I haven't been shopping as much lately.  Maybe need to remind me about sales!","Customer: 'Hi, my order is still not here!  It's been so long.'  Agent: 'I'm so sorry for the delay, let me check on that for you right away.'",Delivery delay,
C100572,,,,
C100573,,,,
C100574,,,,
C100575,"Sangat kecewa dengan delivery, lambat sgt!  Takde notif pun kalau dah sampai kedai pos.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery,
C100576,,,,
C100577,,,,
C100578,"Sangat kecewa dengan delivery, lambat pulak!  Next time, please check the shipping details more carefully.  I need things faster, you know?","Customer: My order is still not here!  It was supposed to arrive last week.
Agent:  I'm so sorry for the delay, let me check on that for you right now.",Late delivery,
C100579,,,,
C100580,,,,
C100581,,,,
C100582,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time delivery lebih cepat.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery,
C100583,"Slightly disappointed, the delivery took a bit longer than expected.  Still love the products though, just wish it was faster!","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100584,,,,
C100585,"Sangat kecewa dengan order saya, dah lama sangat tak ada berita.  Maybe next time check delivery timing better, sbb saya dah tak minat belanja online.",Customer: 'Where's my order? I haven't received any updates!',Delivery delay,
C100586,,,,
C100587,,,,
C100588,"Slightly disappointed with the delivery, it took a while.  But the products are usually good, so I'll keep shopping here lah.","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100589,"Sangat kecewa dengan poslaju, lambat sangat! Order saya dah lama, tak sampai-sampai. (Very disappointed with poslaju, it's so slow! My order hasn't arrived yet.)","Customer: 'Where's my order? It's been over 2 weeks!'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Shipping delay,
C100590,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak dapat barang ni, dah 82 hari!","Customer:  My order still hasn't arrived?!  Agent:  I'm so sorry for the delay, let me check on that for you.",Delivery delay,
C100591,"Sangat kecewa dengan lambatnya pengiriman.  Saya dah tak sabar nak dapat barang ni, dah 90 hari!","Customer: Hi, my order still hasn't arrived.  Support: We apologize for the delay, let us check on that for you.",Delivery delay,
C100592,,,,
C100593,,,,
C100594,,,,
C100595,,,,
C100596,"Sangat kecewa dengan delivery, lambat sangat!  Takde pulak barangnya, nak refund pun susah.","Customer: My order is still not here!  It was supposed to arrive weeks ago.
Agent: I apologize for the delay, let me check on the status for you.",Late delivery & refund issues,
C100597,"Slightly disappointed with the delivery, took a bit longer than expected. Still, I like the products, but need faster shipping next time, ya?","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100598,"Sangat kecewa dengan delivery, lambat sangat!  Takde pulak barangnya, nak refund pun susah.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, let me check on the status for you.",Late delivery & refund issues,
C100599,,,,
C100600,,,,
C100601,"Slightly disappointed with the delivery, took a bit longer than expected. Still like the products though, but need to be more consistent with shipping times, ya?","Customer: 'My order is still not here!  It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100602,,,,
C100603,,,,
C100604,,,,
C100605,"Slightly disappointed with the delay, but overall still happy with the shop.  Shipping needs to be faster, really!","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100606,,,,
C100607,"Sangat kecewa dengan delivery, dah lama sgt!  Takde notification pun.  Hopefully next time better.",Customer: My order is still not here!  It's been ages.,Delivery delay,
C100608,,,,
C100609,,,,
C100610,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery,
C100611,,,,
C100612,,,,
C100613,"Slightly disappointed with the wait, really wanted to get this stuff sooner. Shipping was a bit slow, but the items themselves are okay, I guess.","Customer: 'Hi, my order still hasn't arrived! It was supposed to be here ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100614,"Sangat disappointed lah dengan order saya. Took so long to arrive, and the packaging was abit damaged.  Need to improve delivery service!",Customer: My order is still not here!  It's been ages.,Long delivery time,
C100615,,,,
C100616,,,,
C100617,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100618,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah lama tak order, harap next time lebih pantas.",Customer:  My order still hasn't arrived!  It's been ages.,long time since last order,
C100619,"Slightly disappointed, the delivery took ages!  I was hoping for faster shipping, but the product itself was okay.","Customer: 'Hi, my order still hasn't arrived!'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long delivery time,
C100620,"Slightly disappointed with the wait, but the product itself was okay.  Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100621,"Sangat kecewa, dah lama sgt order tak sampai.  Maybe next time try another shop lah.",Customer: My order still hasn't arrived!  It's been ages.,Delivery delay,
C100622,,,,
C100623,,,,
C100624,,,,
C100625,,,,
C100626,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, but I'll probably order again sometime.","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100627,,,,
C100628,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah belanja, tak pasal pulak.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,
C100629,"Slightly disappointed, really. Shipping took ages, and I was hoping for something faster.  Maybe next time lah.","Customer: 'Hi, my order still hasn't arrived!'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100630,,,,
C100631,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100632,,,,
C100633,,,,
C100634,,,,
C100635,,,,
C100636,"Sangat disappointed lah dengan order saya. Took so long to arrive, and the packaging was abit damaged.  Need to think twice before ordering again.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, let me check on the status for you.",Delivery delay,
C100637,,,,
C100638,,,,
C100639,,,,
C100640,,,,
C100641,,,,
C100642,,,,
C100643,,,,
C100644,,,,
C100645,,,,
C100646,,,,
C100647,,,,
C100648,,,,
C100649,"Sangat kecewa dengan delivery, lambat sgt! And the refund process also took ages, not happy at all.  Sangat mengecewakan.","Customer: 'My order is still not here!  It was supposed to arrive last week.' Agent: 'I apologize for the delay, let me check on the status for you.'",Delivery delay & refund issues,
C100650,"Sangat kecewa dengan order saya, dah lama sangat sampai!  Maybe next time, check delivery timing better, ya?",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,
C100651,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100652,,,,
C100653,,,,
C100654,"Sangat kecewa dengan order saya, dah lama sangat sampai!  Maybe next time, check delivery timing better, ya?",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,
C100655,,,,
C100656,,,,
C100657,,,,
C100658,,,,
C100659,,,,
C100660,,,,
C100661,,,,
C100662,,,,
C100663,,,,
C100664,"Sangat kecewa dengan order last time, lambat sangat! Hopefully next time delivery cepat sikit.","Customer: 'My order is still not here! I ordered it 2 weeks ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100665,"Sangat kecewa dengan order saya. Took so long to arrive, and the packaging was damaged.  Maybe next time lah.",Customer: My order is still not here!  It's been ages.,Delivery delay,
C100666,,,,
C100667,,,,
C100668,"Sangat kecewa dengan delivery, lambat sangat! And the refund process was a bit slow too, tak selesaikan cepat.","Customer: 'My order is still not here! It was supposed to arrive a week ago.' Agent: 'I apologize for the delay, let me check on the tracking details.'",Delivery issues & refund delays,
C100669,"Sangat kecewa dengan lambatnya pengiriman, dah lama sgt!  Takde apa-apa yang dibeli dalam sebulan ni, maybe sebab tu.","Customer:  Saya dah tunggu order saya sebulan!  Agent:  Maafkan lambatnya, kami sedang selesaikan masalah pengangkutan.",Long delivery times,
C100670,,,,
C100671,,,,
C100672,"Sangat kecewa dengan tempoh penghantaran, dah lama sangat!  Takde pulak apa-apa notif pasal order.",Customer:  My order is still not here!  It was supposed to arrive last week.,Delivery delay,
C100673,,,,
C100674,"Sangat kecewa dengan order saya, dah lama sangat!  Takde apa-apa berita pasal delivery, macam hilang je.  Maybe next time try another shop.",Customer:  Saya dah 94 hari tak order apa-apa!  Where's my order?,Long time no order,
C100675,,,,
C100676,,,,
C100677,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah lama tak order, harap next time lebih pantas.",Customer:  My order still hasn't arrived!  It's been ages.,Delivery delay,
C100678,"Sangat kecewa dengan delivery, lambat pulak!  Next time, harap lebih cepat sikit.  (Very disappointed with the delivery, it's slow too! Next time, hope it's faster.)","Customer: My order is still not here!  Agent:  I'm so sorry for the delay, let me check on that for you.",Late delivery,
C100679,"Sangat kecewa dengan order lepas ni, lambat sikit.  Takde pulak notification pasal delivery, susah sangat nak check.",Customer: 'My order is still not here!  It was supposed to arrive last week.',Refund issue,
C100680,"Sangat disappointed lah, order dah lama sgt dtg, nak belanja family hadiah birthday.  Maybe next time better delivery service please.",Customer: My order is still not here!  It's been ages.,Long delivery time,
C100681,,,,
C100682,"Sangat kecewa dengan order saya, dah lama sangat tak ada berita.  Maybe next time, check delivery timing better lah.","Customer: 'Where's my order? I ordered it ages ago!'  Agent: 'Let me check on that for you, sir.  I'll look into the tracking details immediately.'",Long delivery time,
C100683,,,,
C100684,,,,
C100685,,,,
C100686,,,,
C100687,,,,
C100688,,,,
C100689,,,,
C100690,,,,
