customer_id,age,gender,state,income_band,tenure_days,segment,orders_90d,orders_30d,avg_order_value,total_spend_90d,days_since_last_order,browse_sessions_30d,cart_abandon_rate,return_rate,refund_count_90d,discount_ratio,coupon_used_rate,delivery_delay_rate,late_delivery_count,failed_delivery_count,tickets_90d,avg_first_response_hours,email_open_rate,push_open_rate,loyalty_points_balance,app_rating,churn,customer_feedback_x,support_chat_excerpt_x,reason_for_low_activity_x,customer_feedback_y,support_chat_excerpt_y,reason_for_low_activity_y,customer_feedback,support_chat_excerpt,reason_for_low_activity
C100420,31,M,Johor,B40,156,new,4,2,37.63,140.41,118,6,0.754,0.178,0,0.33,0.556,0.144,0,0,1,6.67,0.0,0.0,113,4.4,1,,,,Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak dapat barang ni.,"Customer: My order still hasn't arrived!  Agent: We apologize for the delay, we're looking into it now.",Delivery delay,Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak dapat barang ni.,"Customer: My order still hasn't arrived!  Agent: We apologize for the delay, we're looking into it now.",Delivery delay
C100421,22,F,Pahang,B40,198,regular,2,1,81.26,179.37,59,12,0.463,0.078,0,0.219,0.07,0.068,0,0,1,7.25,0.052,0.498,101,3.8,1,,,,,,,,,
C100422,25,M,Selangor,M40,328,regular,5,3,46.37,264.61,92,11,0.928,0.091,1,0.278,0.619,0.143,0,0,2,7.63,0.089,0.0,114,4.5,1,"Sangat kecewa dengan refund-nya, produknya tak sesuai yang saya order.  Sbb tu dah tak minat belanja online sbb risai.","Customer:  Saya nak return barang ni, sebab tak betul.  Agent:  Okay, boleh tolong confirm order number anda?",Product quality issue,"Sangat kecewa dengan refund-nya, produknya tak sesuai yang saya order.  Sbb tu dah tak minat belanja online sbb risai.","Customer:  Saya nak return barang ni, sebab tak betul.  Agent:  Okay, boleh tolong confirm order number anda?",Product quality issue,"Sangat kecewa dengan refund-nya, produknya tak sesuai yang saya order.  Sbb tu dah tak minat belanja online sbb risai.","Customer:  Saya nak return barang ni, sebab tak betul.  Agent:  Okay, boleh tolong confirm order number anda?",Product quality issue
C100423,18,F,KL,B40,100,regular,3,2,31.68,93.68,76,10,0.715,0.115,0,0.357,0.18,0.094,0,0,0,9.8,0.408,0.109,73,4.5,1,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay
C100424,22,M,Sarawak,B40,190,new,1,1,47.1,51.96,61,12,0.375,0.138,0,0.405,0.33,0.163,0,0,0,7.77,0.082,0.643,28,3.9,1,,,,,,,,,
C100425,27,F,Pahang,B40,138,loyal,3,1,58.25,203.87,56,25,0.601,0.0,0,0.664,0.807,0.152,0,0,1,6.3,0.159,0.029,129,4.2,0,,,,"Slightly disappointed, the delivery took a while.  But overall, still happy with the shop, just wish it was faster!","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Long time since last order,"Slightly disappointed, the delivery took a while.  But overall, still happy with the shop, just wish it was faster!","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Long time since last order
C100426,37,M,Perak,B40,607,new,2,1,31.68,68.16,58,8,0.653,0.015,0,0.463,0.661,0.101,0,0,0,10.6,0.319,0.122,66,3.9,0,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! I ordered it like ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long time since last order,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! I ordered it like ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long time since last order,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! I ordered it like ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long time since last order
C100427,45,M,KL,B40,371,regular,4,2,26.91,99.98,45,18,0.44,0.149,1,0.148,0.524,0.073,0,0,0,8.51,0.165,0.158,90,3.6,1,"Sangat kecewa dengan order lepas ni, lambat sangat!  Takde notification pun.  Hopefully next time delivery cepat.","Customer:  My order is still not here!  It was supposed to arrive last week.
Agent:  I'm so sorry for the delay, let me check on that for you.",Refund issue,"Sangat kecewa dengan order lepas ni, lambat sangat!  Takde pulak notification pasal delivery.  Hopefully next time delivery cepat.","Customer:  My order is still not here!  It was supposed to arrive last week.
Agent:  I'm so sorry for the delay, let me check on that for you.",Refund issue,"Sangat kecewa dengan order lepas ni, lambat sangat!  Takde pulak notification pasal delivery.  Hopefully next time delivery cepat.","Customer:  My order is still not here!  It was supposed to arrive last week.
Agent:  I'm so sorry for the delay, let me check on that for you.",Refund issue
C100428,18,F,KL,B40,157,new,3,2,43.91,129.8,72,8,0.577,0.193,0,0.498,0.481,0.113,0,0,2,15.95,0.526,0.0,56,2.2,0,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100429,34,F,Terengganu,M40,150,regular,1,1,41.36,36.89,59,15,0.385,0.063,0,0.385,0.223,0.152,0,0,0,8.66,0.0,0.274,15,3.9,1,,,,"Sangat kecewa dengan tempoh penghantaran, dah lama sangat!  Takde apa-apa notification pun pasal delivery.",Customer:  My order still hasn't arrived!  It was supposed to be here weeks ago.,Delivery delay,"Sangat kecewa dengan tempoh penghantaran, dah lama sangat!  Takde apa-apa notification pun pasal delivery.",Customer:  My order still hasn't arrived!  It was supposed to be here weeks ago.,Delivery delay
C100430,21,F,Johor,M40,653,regular,5,1,23.79,116.97,116,13,0.529,0.179,0,0.124,0.12,0.026,0,0,1,7.73,0.0,0.0,125,4.0,0,,,,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, maybe next time will be faster.","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, maybe next time will be faster.","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Delivery delay
C100431,34,M,Johor,B40,618,loyal,3,0,48.64,131.09,107,10,0.45,0.004,0,0.389,0.493,0.045,0,1,0,6.67,0.0,0.377,85,3.1,0,,,,,,,,,
C100432,29,M,Penang,B40,291,new,2,1,29.13,65.42,54,19,0.308,0.221,0,0.242,0.099,0.124,0,0,1,8.75,0.705,0.144,30,4.6,0,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived! It was supposed to be here ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Delivery delay
C100433,18,F,Johor,M40,205,regular,2,1,23.8,49.69,45,17,0.257,0.035,0,0.411,0.696,0.085,0,0,0,8.88,0.638,0.018,42,3.9,1,"Sangat kecewa dengan tempoh penghantaran, dah lama sangat!  Takde apa-apa notif pun pasal.",Customer:  My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,"Sangat kecewa dengan tempoh penghantaran, dah lama sangat!  Takde apa-apa notification pun pasal delivery.",Customer:  My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,"Sangat kecewa dengan tempoh penghantaran, dah lama sangat!  Takde apa-apa notification pun pasal delivery.",Customer:  My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay
C100434,38,F,Penang,M40,68,new,1,1,32.18,33.9,89,6,0.417,0.022,0,0.472,0.403,0.246,0,0,0,7.38,0.069,0.041,40,4.4,1,,,,,,,,,
C100435,25,F,Johor,B40,103,regular,3,2,63.37,160.47,73,13,0.381,0.077,0,0.225,0.484,0.081,0,0,1,6.73,0.0,0.0,135,4.2,1,,,,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay
C100436,25,F,Pahang,B40,63,new,2,1,55.56,88.96,27,11,0.221,0.041,0,0.664,1.0,0.087,0,0,0,10.11,0.133,0.487,75,4.0,1,,,,,,,,,
C100437,20,M,Kelantan,B40,438,new,3,2,50.7,169.69,98,13,0.355,0.033,0,0.379,0.585,0.115,1,0,0,9.18,0.0,0.0,187,3.6,0,,,,,,,,,
C100438,24,M,Terengganu,M40,69,loyal,10,6,48.89,497.17,69,16,0.408,0.0,0,0.304,0.575,0.087,1,0,0,7.46,0.385,0.057,238,3.5,0,,,,,,,,,
C100439,34,F,Perak,T20,148,new,1,1,44.84,52.58,72,13,0.377,0.071,0,0.103,0.043,0.0,0,0,1,11.12,0.0,0.251,42,2.8,0,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived! It was supposed to be here ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived! It was supposed to be here ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived! It was supposed to be here ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100440,28,M,Johor,T20,32,new,2,1,37.68,76.48,93,4,0.465,0.186,0,0.17,0.257,0.004,0,0,0,7.11,0.143,0.048,40,5.0,0,,,,,,,,,
C100441,33,F,Sabah,B40,49,loyal,5,1,30.22,133.86,27,17,0.567,0.062,1,0.285,0.349,0.031,0,0,0,7.43,0.265,0.222,122,4.3,1,,,,,,,,,
C100442,33,M,Pahang,B40,339,loyal,3,1,32.41,104.95,95,22,0.512,0.051,0,0.09,0.608,0.118,0,0,1,10.93,0.234,0.009,85,3.3,1,,,,,,,,,
C100443,42,F,Perak,B40,260,loyal,2,1,35.97,77.72,12,18,0.405,0.04,0,0.495,0.684,0.048,0,0,0,11.03,0.465,0.103,83,4.5,0,,,,,,,,,
C100444,27,M,Sabah,B40,210,regular,4,2,66.05,218.29,93,19,0.407,0.13,0,0.178,0.165,0.085,0,0,0,10.24,0.233,0.455,180,3.3,0,,,,,,,,,
C100445,18,M,Sarawak,B40,151,regular,2,1,58.96,127.05,68,17,0.54,0.087,1,0.242,0.058,0.039,0,0,0,5.04,0.0,0.175,107,4.5,1,,,,,,,,,
C100446,40,F,Sabah,,42,loyal,9,3,30.49,242.86,63,19,0.729,0.029,0,0.557,0.883,0.041,0,0,0,8.92,0.179,0.0,179,4.4,1,,,,,,,,,
C100447,27,M,Sarawak,B40,135,new,2,1,37.09,66.9,85,22,0.349,0.047,0,0.545,0.568,0.073,0,0,0,7.55,0.0,0.0,23,3.6,1,,,,,,,,,
C100448,40,M,Selangor,T20,182,loyal,5,2,38.64,156.99,35,18,0.534,0.241,1,0.02,0.192,0.269,0,0,1,9.79,0.193,0.537,114,2.9,1,,,,,,,,,
C100449,33,F,Penang,B40,323,new,1,1,34.48,36.24,91,9,0.527,0.006,0,0.529,0.973,0.034,0,0,0,18.39,0.237,0.241,12,3.7,0,,,,,,,,,
C100450,29,F,Perak,B40,421,loyal,7,3,36.88,282.09,3,24,0.44,0.042,0,0.211,0.247,0.095,0,0,0,6.65,0.444,0.114,240,4.2,0,,,,,,,,,
C100451,33,M,Selangor,M40,346,regular,3,1,66.15,177.06,81,13,0.654,0.08,0,0.435,0.633,0.072,0,0,1,8.27,0.0,0.0,91,2.9,0,"Slightly disappointed with the wait, really wanted to get this item sooner. Shipping was a bit slow, but the product itself is okay, I guess.","Customer: 'Hi, my order is still not here! I ordered it ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long delivery time,"Slightly disappointed with the wait, really wanted to get this item sooner. Shipping was a bit slow, but the product itself is okay, I guess.","Customer: 'Hi, my order is still not here! I ordered it ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long delivery time,"Slightly disappointed with the wait, really wanted to get this item sooner. Shipping was a bit slow, but the product itself is okay, I guess.","Customer: 'Hi, my order is still not here! I ordered it ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long delivery time
C100452,48,F,Pahang,M40,259,regular,2,1,40.18,89.76,93,14,0.78,0.104,0,0.203,0.444,0.151,0,0,0,5.58,0.0,0.0,28,3.6,1,,,,,,,,,
C100453,49,F,Perak,B40,208,regular,2,1,43.63,96.41,0,9,0.442,0.032,0,0.279,0.108,0.094,0,0,0,6.71,0.611,0.346,95,5.0,0,,,,"Slightly disappointed with the delivery, took a bit longer than expected. Still, the product was okay, but could be better lah.","Customer: 'My order is still not here! When will it arrive?' Agent: 'We're so sorry for the delay, sir. We're checking with the courier now.'",Delivery delay,"Slightly disappointed with the delivery, took a bit longer than expected. Still, the product was okay, but could be better lah.","Customer: 'My order is still not here! When will it arrive?' Agent: 'We're so sorry for the delay, sir. We're checking with the courier now.'",Delivery delay
C100454,31,F,Selangor,M40,241,new,1,0,39.37,37.95,83,7,0.485,0.01,0,0.28,0.092,0.108,0,0,0,,0.094,0.0,23,4.0,1,,,,,,,,,
C100455,31,M,Pahang,B40,127,regular,1,1,28.23,23.35,90,11,0.563,0.025,0,0.375,0.268,0.131,0,0,0,4.32,0.209,0.134,21,5.0,0,,,,,,,,,
C100456,40,F,Sarawak,B40,221,loyal,1,1,46.21,42.15,61,18,0.274,0.135,0,0.286,0.397,0.191,1,0,0,2.78,0.192,0.0,39,4.3,1,,,,,,,,,
C100457,22,F,Sarawak,B40,181,regular,3,1,58.66,152.43,70,14,0.5,0.06,1,0.483,0.484,0.138,0,0,1,6.02,0.383,0.0,114,3.9,0,,,,,,,,,
C100458,33,M,Johor,B40,828,regular,6,2,67.72,480.89,7,10,0.537,0.064,0,0.36,0.156,0.065,0,0,0,5.4,0.063,0.34,145,3.5,1,,,,,,,,,
C100459,30,F,Pahang,M40,245,new,2,1,24.36,54.91,118,4,0.922,0.06,1,0.547,0.744,0.089,0,0,0,7.17,0.0,0.0,56,3.3,1,,,,,,,,,
C100460,33,M,Johor,B40,23,regular,1,0,23.77,19.76,116,12,0.655,0.046,0,0.551,0.673,0.308,1,0,0,5.64,0.0,0.0,13,4.1,1,,,,,,,,,
C100461,22,F,Perak,M40,144,regular,3,1,41.34,124.69,89,16,0.966,0.157,0,0.083,0.274,0.187,0,0,1,13.18,0.286,0.022,66,3.7,1,"Sangat kecewa dengan lambatnya penghantaran.  Takde lah sbb busy, tapi sbb dia xde stock katanya.  Maybe next time check stock dulu sebelum order.","Customer:  My order still hasn't arrived!  It was supposed to be here ages ago.
Agent:  I'm so sorry for the delay, sir. Let me check on the status for you.",Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here weeks ago.,Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here weeks ago.,Delivery delay
C100462,18,M,Selangor,M40,166,new,4,1,53.67,194.66,1,10,0.382,0.052,0,0.506,0.715,0.002,0,0,1,9.08,0.608,0.108,189,3.8,1,"Sangat kecewa dengan delivery, lambat sgt!  Takde notif pun kalau dah sampai kedai pos.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Delivery delay,"Sangat kecewa dengan delivery, lambat sangat!  Takde pulak barang yang sesuai gambar, nak refund lah.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, let me check on the status for you.",Delivery delay & product mismatch,"Sangat kecewa dengan delivery, lambat sangat!  Takde pulak barang yang sesuai gambar, nak refund lah.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, let me check on the status for you.",Delivery delay & product mismatch
C100463,18,M,Sabah,B40,379,premium,9,2,59.63,436.23,47,24,0.283,0.08,1,0.106,0.0,0.078,0,0,0,10.71,0.128,0.0,441,4.2,1,,,,,,,,,
C100464,20,F,Sarawak,B40,269,regular,2,1,51.32,95.34,98,12,0.458,0.019,0,0.447,0.4,0.0,0,0,0,12.08,0.114,0.029,98,3.6,0,,,,Sangat disappointed dengan lambatnya delivery!  Takde lah sbb nak pakai baju ni.  Hope next time better.,Customer: My order still hasn't arrived!  It was supposed to be here weeks ago.,Long delivery time,Sangat disappointed dengan lambatnya delivery!  Takde lah sbb nak pakai baju ni.  Hope next time better.,Customer: My order still hasn't arrived!  It was supposed to be here weeks ago.,Long delivery time
C100465,26,M,Perak,B40,259,regular,4,1,25.13,85.55,79,9,0.794,0.114,0,0.69,0.759,0.087,1,0,1,15.58,0.153,0.16,85,4.5,1,,,,,,,,,
C100466,27,F,Penang,M40,500,premium,6,3,43.04,229.6,108,15,0.417,0.035,0,0.95,1.0,0.094,0,0,1,12.82,0.0,0.0,107,4.2,1,,,,,,,,,
C100467,47,F,Pahang,M40,620,regular,3,1,18.75,52.35,72,15,0.671,0.09,0,0.281,0.406,0.045,0,0,0,4.75,0.283,0.121,52,3.7,1,,,,,,,,,
C100468,40,F,Sabah,M40,339,premium,3,1,50.02,144.59,83,12,0.616,0.026,0,0.253,0.093,0.085,0,0,0,11.35,0.0,0.479,75,4.2,0,,,,,,,,,
C100469,21,M,KL,B40,153,regular,6,1,18.96,112.32,38,8,0.27,0.116,0,0.671,0.874,0.136,0,0,1,9.47,0.0,0.303,65,2.4,0,,,,,,,,,
C100470,33,F,Terengganu,B40,157,regular,2,0,64.48,130.0,97,15,0.98,0.106,0,0.152,0.043,0.332,0,0,0,14.49,0.0,0.0,69,4.4,0,,,,,,,,,
C100471,26,F,Sabah,M40,458,new,2,1,62.73,118.94,64,12,0.448,0.056,0,0.358,0.536,0.131,0,0,0,7.48,0.414,0.0,59,4.3,0,,,,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100472,27,F,Terengganu,B40,157,new,3,2,38.24,114.64,92,7,0.515,0.078,0,0.531,0.602,0.377,1,0,0,13.1,0.296,0.044,94,2.6,1,,,,,,,,,
C100473,32,F,Terengganu,M40,197,regular,3,2,23.82,69.11,20,20,0.311,0.037,0,0.512,0.372,0.049,0,1,0,7.77,0.427,0.442,59,2.8,0,,,,,,,,,
C100474,36,F,Kelantan,B40,142,new,0,0,41.52,0.0,32,13,0.461,0.019,0,0.51,0.393,0.162,0,0,0,7.92,0.189,0.12,0,3.9,0,,,,,,,,,
C100475,27,F,Sarawak,B40,81,new,4,1,69.78,230.85,10,13,0.635,0.154,1,0.422,0.628,0.024,0,0,0,10.31,0.651,0.467,110,3.6,0,,,,,,,,,
C100476,40,F,Perak,M40,786,regular,3,1,47.78,148.27,79,15,0.366,0.097,0,0.382,0.686,0.035,1,0,0,,0.458,0.165,108,4.0,1,,,,,,,,,
C100477,20,F,Selangor,M40,198,loyal,4,2,67.36,236.42,85,6,0.569,0.018,0,0.355,0.386,0.249,0,0,1,10.54,0.135,0.482,198,4.1,0,,,,,,,,,
C100478,30,M,Penang,M40,548,new,0,0,30.72,0.0,34,12,0.438,0.055,0,0.418,0.515,0.0,0,0,0,,0.601,0.047,0,5.0,0,,,,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery time lah. ",Customer:  My order still hasn't arrived!  It's been ages.,Long delivery time,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery time lah. ",Customer:  My order still hasn't arrived!  It's been ages.,Long delivery time
C100479,53,F,Sarawak,B40,158,loyal,6,2,32.8,200.46,46,19,0.27,0.024,0,0.49,0.412,0.063,3,0,0,9.41,0.333,0.0,100,3.6,0,"Sangat kecewa dengan delivery, selalu lambat!  Maybe should improve the shipping process a bit, ya?",Customer: My order is still not here!  It's been ages.,Late delivery issues,"Sangat kecewa dengan delivery, selalu lambat!  Maybe should improve the shipping process a bit, ya?",Customer: My order is still not here!  It's been ages.,Late delivery issues,"Sangat kecewa dengan delivery, selalu lambat!  Maybe should improve the shipping process a bit, ya?",Customer: My order is still not here!  It's been ages.,Late delivery issues
C100480,32,M,Penang,T20,122,premium,7,4,51.29,396.34,60,22,0.515,0.127,2,0.168,0.332,0.216,0,0,3,6.31,0.0,0.158,147,4.3,1,,,,,,,,,
C100481,43,F,Kelantan,M40,319,loyal,6,4,22.67,162.01,82,20,0.478,0.093,2,0.166,0.736,0.097,0,0,1,10.55,0.345,0.388,89,3.7,1,"Sangat kecewa dengan order last time, lambat sangat!  Hopefully next time delivery will be faster, and the product is good.","Customer: 'My order is still not here! I ordered it ages ago.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Refund issues,"Sangat kecewa dengan order last time, lambat sangat!  Hopefully next time delivery will be faster, and the product is good.","Customer: 'My order is still not here! I ordered it ages ago.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Refund issues,"Sangat kecewa dengan order last time, lambat sangat!  Hopefully next time delivery will be faster, and the product is good.","Customer: 'My order is still not here! I ordered it ages ago.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Refund issues
C100482,31,F,Selangor,M40,420,loyal,6,3,98.27,588.12,36,12,0.233,0.07,0,0.485,0.686,0.115,1,0,0,1.55,0.391,0.174,453,4.3,0,,,,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time delivery lebih cepat.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent:  I apologize for the delay, sir. Let me check on the status for you.",Late delivery,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time delivery lebih cepat.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent:  I apologize for the delay, sir. Let me check on the status for you.",Late delivery
C100483,35,F,Johor,M40,439,loyal,7,2,46.72,295.25,56,20,0.704,0.047,0,0.362,0.69,0.113,0,1,0,,0.026,0.102,133,3.8,1,,,,,,,,,
C100484,29,F,Penang,M40,180,new,2,1,49.3,110.1,21,11,0.539,0.02,1,0.45,0.313,0.052,0,0,0,7.59,0.093,0.127,120,3.2,0,,,,,,,,,
C100485,28,F,Johor,M40,342,regular,5,1,34.41,152.89,95,20,0.59,0.056,0,0.38,0.496,0.452,2,0,0,7.65,0.002,0.226,143,3.5,1,,,,"Sangat kecewa dengan penghantaran, dah lama sgt!  Takde notif pun kalau dtg.  Maybe next time pilih seller lain lah.","Customer:  My order still hasn't arrived!  It was supposed to be here weeks ago.
Agent:  I'm so sorry for the delay, let me check on the tracking details for you.",Late delivery issues,"Sangat kecewa dengan penghantaran, dah lama sgt!  Takde notif pun kalau dtg.  Maybe next time pilih seller lain lah.","Customer:  My order still hasn't arrived!  It was supposed to be here weeks ago.
Agent:  I'm so sorry for the delay, let me check on the tracking details for you.",Late delivery issues
C100486,23,M,Selangor,B40,134,premium,6,3,30.64,184.42,101,19,0.503,0.04,0,0.385,0.271,0.085,0,0,0,6.51,0.0,0.0,72,4.4,1,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak dapat barang ni, dah 101 hari!","Customer:  My order still hasn't arrived?!  Agent:  I'm so sorry for the delay, let me check on that for you.",Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak dapat barang ni, dah 101 hari!","Customer:  My order still hasn't arrived?!  Agent:  I'm so sorry for the delay, let me check on that for you.",Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak dapat barang ni, dah 101 hari!","Customer:  My order still hasn't arrived?!  Agent:  I'm so sorry for the delay, let me check on that for you.",Delivery delay
C100487,34,F,Selangor,B40,219,regular,2,1,66.62,151.72,86,13,0.547,0.095,0,0.276,0.093,0.171,0,0,0,10.6,0.262,0.185,73,3.3,1,,,,,,,,,
C100488,22,F,Pahang,M40,166,loyal,8,2,30.02,230.92,93,19,0.357,0.025,0,0.23,0.146,0.176,0,0,0,11.78,0.051,0.277,80,4.1,1,,,,,,,,,
C100489,36,M,Penang,,147,premium,9,5,59.41,546.88,86,19,0.813,0.054,1,0.707,1.0,0.248,0,0,1,26.99,0.361,0.136,585,4.3,1,,,,,,,,,
C100490,40,F,Selangor,B40,226,new,2,1,42.51,72.08,99,5,0.441,0.005,0,0.532,0.507,0.25,0,0,1,8.35,0.016,0.0,37,4.3,1,"Sangat kecewa dengan lambatnya pengiriman.  Saya dah tak sabar nak dapat barang ni, and it's been ages!",Customer:  My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,Sangat kecewa dengan lambatnya pengiriman.  Saya dah tak sabar nak dapat barang ni.,"Customer: My order still hasn't arrived!  Agent: We apologize for the delay, let us check on that for you.",Delivery delay,Sangat kecewa dengan lambatnya pengiriman.  Saya dah tak sabar nak dapat barang ni.,"Customer: My order still hasn't arrived!  Agent: We apologize for the delay, let us check on that for you.",Delivery delay
C100491,33,F,Selangor,M40,79,regular,2,1,41.51,68.27,49,14,0.383,0.012,0,0.641,0.612,0.158,0,0,0,12.39,0.603,0.422,80,4.6,0,,,,,,,,,
C100492,27,F,Johor,B40,397,regular,3,1,30.73,110.12,23,7,0.396,0.041,0,0.269,0.31,0.109,0,1,1,5.68,0.339,0.439,130,5.0,0,,,,,,,,,
C100493,34,F,Selangor,M40,147,new,2,1,34.55,60.22,113,11,0.98,0.093,0,0.223,0.314,0.114,1,0,1,6.42,0.0,0.0,31,3.1,1,"Sangat kecewa dengan delivery, lambat sgt!  Takde notif pun kalau dah sampai kedai pos.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: I sincerely apologize for the delay. Let me check on the status for you.",Late delivery,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: I sincerely apologize for the delay. Let me check on the status for you.",Late delivery
