customer_id,chat_log,chat_sentiment_score,chat_length,has_negative_keywords
CUST000383,The product I received was completely different from what I ordered. Thank you.,0.28,79,False
CUST000384,This is ridiculous. I'm never shopping here again. Can someone respond?,0.143,71,False
CUST000385,I'm looking for a gift for my friend. I need assistance.,0.594,56,False
CUST000386,Great prices and fast shipping. Very satisfied! I need assistance.,0.806,66,False
CUST000387,Can you tell me more about this product? Looking forward to your reply.,0.475,71,False
CUST000388,I love the variety of products you offer. Looking forward to your reply.,0.819,72,False
CUST000389,My package was damaged and you're refusing to help. Looking forward to your reply.,0.151,82,True
CUST000390,Can you explain your warranty policy? Can someone respond?,0.55,58,False
CUST000391,I have a question about shipping options. Please help.,0.486,54,False
CUST000392,Why is my order still pending? I placed it 2 weeks ago! I need assistance.,0.154,74,False
CUST000393,I'm interested in bulk ordering. Thank you.,0.417,43,False
CUST000394,This is the best online shopping experience I've had. Can someone respond?,0.812,74,False
CUST000395,Thank you so much! The product exceeded my expectations. Can someone respond?,0.801,77,False
CUST000396,I've been waiting for my order for 3 weeks! This is unacceptable. Looking forward to your reply.,0.045,96,True
CUST000397,I've called multiple times but no one helps me. I need assistance.,0.204,66,False
CUST000398,"Hi, I'd like to check the status of my order. Please help.",0.482,58,False
CUST000399,I appreciate the quick response to my inquiry. Looking forward to your reply.,0.724,77,False
CUST000400,Why is my order still pending? I placed it 2 weeks ago! I need assistance.,0.26,74,False
CUST000401,What are your business hours? I need assistance.,0.466,48,False
CUST000402,I love the variety of products you offer. Please help.,0.934,54,False
CUST000403,I've called multiple times but no one helps me. Thank you.,0.23,58,False
CUST000404,I need help with my account settings. Can someone respond?,0.519,58,False
CUST000405,The packaging was perfect and the product arrived safely. I need assistance.,0.931,76,False
CUST000406,I want to subscribe to your newsletter. I need assistance.,0.525,58,False
CUST000407,Why is my order still pending? I placed it 2 weeks ago! Can someone respond?,0.255,76,False
CUST000408,I've been a customer for years and this is how you treat me? Please help.,0.144,73,False
CUST000409,I have a question about shipping options. Looking forward to your reply.,0.459,72,False
CUST000410,I've called multiple times but no one helps me. Thank you.,0.169,58,False
CUST000411,The product I received was completely different from what I ordered. Looking forward to your reply.,0.043,99,False
CUST000412,I love the variety of products you offer. Looking forward to your reply.,0.735,72,False
CUST000413,Your website is easy to use and checkout was smooth. Can someone respond?,0.987,73,False
CUST000414,I love your service! Keep up the great work. Looking forward to your reply.,0.708,75,False
CUST000415,I want to subscribe to your newsletter. Looking forward to your reply.,0.57,70,False
CUST000416,What's the return policy for electronics? Can someone respond?,0.528,62,False
CUST000417,I want a refund immediately. This is the worst experience ever. Can someone respond?,0.092,84,True
CUST000418,Can you help me with product recommendations? Looking forward to your reply.,0.473,76,False
CUST000419,I love the variety of products you offer. Please help.,0.927,54,False
CUST000420,The customer support chat keeps disconnecting. Looking forward to your reply.,0.075,77,False
CUST000421,Your customer service team is amazing! I need assistance.,0.802,57,False
CUST000422,I want a refund immediately. This is the worst experience ever. Thank you.,0.299,74,True
CUST000423,Thank you for resolving my issue so quickly. Please help.,0.745,57,False
CUST000424,I'd like to know about your loyalty program. Thank you.,0.48,55,False
CUST000425,"Hi, I'd like to check the status of my order. Looking forward to your reply.",0.442,76,False
CUST000426,I need help with my account settings. Can someone respond?,0.469,58,False
CUST000427,I want a refund immediately. This is the worst experience ever. I need assistance.,0.119,82,True
CUST000428,I'll definitely shop here again. Great job! I need assistance.,0.724,62,False
CUST000429,I paid for express shipping but it's been delayed. Thank you.,0.249,61,False
CUST000430,I want to subscribe to your newsletter. Please help.,0.425,52,False
CUST000431,Can you help me with product recommendations? Looking forward to your reply.,0.516,76,False
CUST000432,I want a refund immediately. This is the worst experience ever. I need assistance.,0.243,82,True
CUST000433,I need help with my account settings. I need assistance.,0.477,56,False
CUST000434,I'm looking for a gift for my friend. Please help.,0.565,50,False
CUST000435,I need help with my account settings. I need assistance.,0.483,56,False
CUST000436,Thank you for resolving my issue so quickly. Looking forward to your reply.,0.768,75,False
CUST000437,I have a question about shipping options. Thank you.,0.502,52,False
CUST000438,I'd like to know about your loyalty program. I need assistance.,0.412,63,False
CUST000439,The website is broken and I can't complete my purchase. Can someone respond?,0.051,76,True
CUST000440,The website is broken and I can't complete my purchase. Thank you.,0.074,66,True
CUST000441,The product quality is terrible. I'm very disappointed. I need assistance.,0.123,74,True
CUST000442,What are your business hours? Thank you.,0.463,40,False
CUST000443,I've been a customer for years and this is how you treat me? Please help.,0.203,73,False
CUST000444,The customer support chat keeps disconnecting. I need assistance.,0.022,65,False
CUST000445,I love the variety of products you offer. Looking forward to your reply.,0.8,72,False
CUST000446,This is the best online shopping experience I've had. Please help.,0.96,66,False
CUST000447,Your website is easy to use and checkout was smooth. Can someone respond?,0.763,73,False
CUST000448,I appreciate the quick response to my inquiry. Please help.,0.87,59,False
CUST000449,This is the best online shopping experience I've had. Thank you.,0.92,64,False
CUST000450,Why is my order still pending? I placed it 2 weeks ago! Thank you.,0.027,66,False
CUST000451,The packaging was perfect and the product arrived safely. Thank you.,0.943,68,False
CUST000452,I'd like to know about your loyalty program. Can someone respond?,0.514,65,False
CUST000453,I need to update my delivery address. Thank you.,0.449,48,False
CUST000454,I love your service! Keep up the great work. Thank you.,0.764,55,False
CUST000455,I want a refund immediately. This is the worst experience ever. Looking forward to your reply.,0.28,94,True
CUST000456,I'm so satisfied with my purchase. Thank you! Can someone respond?,0.741,66,False
CUST000457,I paid for express shipping but it's been delayed. Please help.,0.072,63,False
CUST000458,Your customer service is terrible. No one responds to my emails. Thank you.,0.123,75,True
CUST000459,I've been a customer for years and this is how you treat me? Please help.,0.202,73,False
CUST000460,Thank you so much! The product exceeded my expectations. Please help.,0.828,69,False
CUST000461,I've been a customer for years and this is how you treat me? Looking forward to your reply.,0.122,91,False
CUST000462,I've called multiple times but no one helps me. Please help.,0.273,60,False
CUST000463,I love your service! Keep up the great work. Can someone respond?,0.846,65,False
CUST000464,The website is broken and I can't complete my purchase. Please help.,0.257,68,True
CUST000465,I'm extremely frustrated with this service. Please help.,0.099,56,True
CUST000466,I want to subscribe to your newsletter. Can someone respond?,0.56,60,False
CUST000467,I love the variety of products you offer. Can someone respond?,0.984,62,False
CUST000468,What payment methods do you accept? Can someone respond?,0.495,56,False
CUST000469,Why is my order still pending? I placed it 2 weeks ago! Can someone respond?,0.138,76,False
CUST000470,I'm interested in bulk ordering. Can someone respond?,0.545,53,False
CUST000471,The website is broken and I can't complete my purchase. Looking forward to your reply.,0.081,86,True
CUST000472,Can I change my order before it ships? I need assistance.,0.488,57,False
CUST000473,I'll definitely shop here again. Great job! Thank you.,0.736,54,False
CUST000474,What's the return policy for electronics? Looking forward to your reply.,0.475,72,False
CUST000475,Your customer service is terrible. No one responds to my emails. Looking forward to your reply.,0.203,95,True
CUST000476,I'm interested in bulk ordering. Please help.,0.551,45,False
CUST000477,I'm extremely frustrated with this service. Please help.,0.257,56,True
CUST000478,I need to update my delivery address. Please help.,0.483,50,False
CUST000479,I'm interested in bulk ordering. Looking forward to your reply.,0.421,63,False
CUST000480,I've called multiple times but no one helps me. Looking forward to your reply.,0.089,78,False
CUST000481,I'm extremely frustrated with this service. I need assistance.,0.037,62,True
CUST000482,Can you explain your warranty policy? Can someone respond?,0.538,58,False
CUST000483,The product quality is terrible. I'm very disappointed. Please help.,0.164,68,True
CUST000484,I'm looking for a gift for my friend. Please help.,0.596,50,False
CUST000485,Thank you for resolving my issue so quickly. I need assistance.,0.888,63,False
CUST000486,I love your service! Keep up the great work. Please help.,0.708,57,False
CUST000487,Great prices and fast shipping. Very satisfied! Thank you.,0.978,58,False
CUST000488,Can you help me with product recommendations? Can someone respond?,0.433,66,False
CUST000489,I paid for express shipping but it's been delayed. Looking forward to your reply.,0.228,81,False
CUST000490,I want to subscribe to your newsletter. Can someone respond?,0.549,60,False
CUST000491,This is ridiculous. I'm never shopping here again. Please help.,0.288,63,False
CUST000492,Your customer service is terrible. No one responds to my emails. Can someone respond?,0.229,85,True
CUST000493,I appreciate the quick response to my inquiry. I need assistance.,0.819,65,False
CUST000494,The delivery was super fast. I'm very happy! Can someone respond?,0.807,65,False
CUST000495,My package was damaged and you're refusing to help. Thank you.,0.088,62,True
CUST000496,I'm looking for a gift for my friend. Thank you.,0.495,48,False
CUST000497,I love your service! Keep up the great work. Please help.,0.865,57,False
CUST000498,What's the return policy for electronics? Please help.,0.414,54,False
CUST000499,I want to subscribe to your newsletter. I need assistance.,0.436,58,False
CUST000500,I'm extremely frustrated with this service. I need assistance.,0.161,62,True
CUST000501,I need help with my account settings. Can someone respond?,0.591,58,False
CUST000502,I appreciate the quick response to my inquiry. I need assistance.,0.885,65,False
CUST000503,I paid for express shipping but it's been delayed. Can someone respond?,0.229,71,False
CUST000504,I've been waiting for my order for 3 weeks! This is unacceptable. Looking forward to your reply.,0.1,96,True
CUST000505,The website is broken and I can't complete my purchase. Looking forward to your reply.,0.056,86,True
CUST000506,What payment methods do you accept? I need assistance.,0.584,54,False
CUST000507,I'd like to know about your loyalty program. I need assistance.,0.497,63,False
CUST000508,I've been waiting for my order for 3 weeks! This is unacceptable. Looking forward to your reply.,0.145,96,True
CUST000509,The packaging was perfect and the product arrived safely. Please help.,0.827,70,False
CUST000510,My package was damaged and you're refusing to help. Looking forward to your reply.,0.171,82,True
CUST000511,What payment methods do you accept? Looking forward to your reply.,0.457,66,False
CUST000512,I appreciate the quick response to my inquiry. I need assistance.,0.864,65,False
CUST000513,The product quality is excellent. Highly recommend! Thank you.,0.905,62,False
CUST000514,I've been waiting for my order for 3 weeks! This is unacceptable. Thank you.,0.195,76,True
CUST000515,I'd like to know about your loyalty program. I need assistance.,0.582,63,False
CUST000516,Can you tell me more about this product? Please help.,0.43,53,False
CUST000517,Your customer service is terrible. No one responds to my emails. Thank you.,0.128,75,True
CUST000518,Your website is easy to use and checkout was smooth. Can someone respond?,0.8,73,False
CUST000519,What payment methods do you accept? Thank you.,0.548,46,False
CUST000520,I appreciate the quick response to my inquiry. Looking forward to your reply.,0.961,77,False
CUST000521,The product I received was completely different from what I ordered. Thank you.,0.118,79,False
CUST000522,What payment methods do you accept? Can someone respond?,0.43,56,False
CUST000523,I'm impressed with your customer service. Looking forward to your reply.,0.908,72,False
CUST000524,This is the best online shopping experience I've had. I need assistance.,0.915,72,False
CUST000525,Thank you for resolving my issue so quickly. Thank you.,0.816,55,False
CUST000526,The product quality is excellent. Highly recommend! Thank you.,0.761,62,False
CUST000527,I'm impressed with your customer service. Thank you.,0.787,52,False
CUST000528,Your customer service team is amazing! Can someone respond?,0.75,59,False
CUST000529,I'll definitely shop here again. Great job! Please help.,0.785,56,False
CUST000530,Thank you for resolving my issue so quickly. Can someone respond?,0.935,65,False
CUST000531,The packaging was perfect and the product arrived safely. I need assistance.,0.966,76,False
CUST000532,This is ridiculous. I'm never shopping here again. Please help.,0.278,63,False
CUST000533,Can you help me with product recommendations? Looking forward to your reply.,0.452,76,False
CUST000534,I'm interested in bulk ordering. I need assistance.,0.547,51,False
CUST000535,Why is my order still pending? I placed it 2 weeks ago! Can someone respond?,0.16,76,False
CUST000536,Your customer service is terrible. No one responds to my emails. Thank you.,0.181,75,True
CUST000537,I need help with my account settings. I need assistance.,0.522,56,False
CUST000538,Why is my order still pending? I placed it 2 weeks ago! Can someone respond?,0.13,76,False
CUST000539,This is the best online shopping experience I've had. Please help.,0.834,66,False
CUST000540,Can you explain your warranty policy? Can someone respond?,0.574,58,False
CUST000541,My package was damaged and you're refusing to help. Thank you.,0.028,62,True
CUST000542,Your return policy is confusing and unfair. Looking forward to your reply.,0.29,74,False
CUST000543,I want a refund immediately. This is the worst experience ever. Please help.,0.106,76,True
CUST000544,I need to update my delivery address. Can someone respond?,0.427,58,False
CUST000545,The product I received was completely different from what I ordered. Looking forward to your reply.,0.087,99,False
CUST000546,I want to subscribe to your newsletter. Looking forward to your reply.,0.453,70,False
CUST000547,Thank you for resolving my issue so quickly. Please help.,0.718,57,False
CUST000548,The website is broken and I can't complete my purchase. Can someone respond?,0.243,76,True
CUST000549,The packaging was perfect and the product arrived safely. Please help.,0.747,70,False
CUST000550,I've been a customer for years and this is how you treat me? Please help.,0.171,73,False
CUST000551,"Hi, I'd like to check the status of my order. Looking forward to your reply.",0.447,76,False
CUST000552,Can you help me with product recommendations? Thank you.,0.452,56,False
CUST000553,Why is my order still pending? I placed it 2 weeks ago! Thank you.,0.242,66,False
CUST000554,I've been a customer for years and this is how you treat me? I need assistance.,0.25,79,False
CUST000555,I'm impressed with your customer service. Looking forward to your reply.,0.892,72,False
CUST000556,The customer support chat keeps disconnecting. Please help.,0.164,59,False
CUST000557,I love your service! Keep up the great work. Looking forward to your reply.,0.96,75,False
CUST000558,I want a refund immediately. This is the worst experience ever. Looking forward to your reply.,0.078,94,True
CUST000559,My package was damaged and you're refusing to help. Looking forward to your reply.,0.25,82,True
CUST000560,I'm extremely frustrated with this service. Can someone respond?,0.102,64,True
CUST000561,Thank you so much! The product exceeded my expectations. Can someone respond?,0.738,77,False
CUST000562,My package was damaged and you're refusing to help. I need assistance.,0.005,70,True
CUST000563,I love your service! Keep up the great work. Can someone respond?,0.974,65,False
CUST000564,I've been waiting for my order for 3 weeks! This is unacceptable. Looking forward to your reply.,0.15,96,True
CUST000565,The product quality is terrible. I'm very disappointed. Looking forward to your reply.,0.226,86,True
CUST000566,I'll definitely shop here again. Great job! I need assistance.,0.995,62,False
CUST000567,The product I received was completely different from what I ordered. Can someone respond?,0.275,89,False
CUST000568,Why is my order still pending? I placed it 2 weeks ago! Can someone respond?,0.203,76,False
CUST000569,The product quality is terrible. I'm very disappointed. Can someone respond?,0.028,76,True
CUST000570,I'm looking for a gift for my friend. Please help.,0.535,50,False
CUST000571,The customer support chat keeps disconnecting. Thank you.,0.267,57,False
CUST000572,What payment methods do you accept? Can someone respond?,0.535,56,False
CUST000573,I paid for express shipping but it's been delayed. Thank you.,0.273,61,False
CUST000574,I've been waiting for my order for 3 weeks! This is unacceptable. Please help.,0.131,78,True
CUST000575,This is ridiculous. I'm never shopping here again. Thank you.,0.076,61,False
CUST000576,I'm impressed with your customer service. Looking forward to your reply.,0.777,72,False
CUST000577,The product I received was completely different from what I ordered. Can someone respond?,0.188,89,False
CUST000578,I love the variety of products you offer. Thank you.,0.879,52,False
CUST000579,The product I received was completely different from what I ordered. Thank you.,0.29,79,False
CUST000580,I've been a customer for years and this is how you treat me? Looking forward to your reply.,0.113,91,False
CUST000581,I love your service! Keep up the great work. Can someone respond?,0.953,65,False
CUST000582,The delivery was super fast. I'm very happy! I need assistance.,0.945,63,False
CUST000583,I'm impressed with your customer service. Can someone respond?,0.728,62,False
CUST000584,"Hi, I'd like to check the status of my order. Please help.",0.464,58,False
CUST000585,The packaging was perfect and the product arrived safely. Can someone respond?,0.837,78,False
CUST000586,I'd like to know about your loyalty program. Looking forward to your reply.,0.546,75,False
CUST000587,Can you tell me more about this product? Can someone respond?,0.442,61,False
CUST000588,I need help with my account settings. Thank you.,0.573,48,False
CUST000589,The product quality is terrible. I'm very disappointed. I need assistance.,0.061,74,True
CUST000590,I'm impressed with your customer service. Please help.,0.73,54,False
CUST000591,I need help with my account settings. Looking forward to your reply.,0.503,68,False
CUST000592,I'll definitely shop here again. Great job! I need assistance.,0.933,62,False
CUST000593,The customer support chat keeps disconnecting. Please help.,0.074,59,False
CUST000594,Thank you so much! The product exceeded my expectations. Looking forward to your reply.,0.823,87,False
CUST000595,Thank you for resolving my issue so quickly. Please help.,0.713,57,False
CUST000596,This is ridiculous. I'm never shopping here again. Please help.,0.231,63,False
CUST000597,My package was damaged and you're refusing to help. Thank you.,0.122,62,True
CUST000598,Your website is easy to use and checkout was smooth. Thank you.,0.787,63,False
CUST000599,Can you tell me more about this product? I need assistance.,0.501,59,False
CUST000600,Your return policy is confusing and unfair. Looking forward to your reply.,0.194,74,False
CUST000601,The product quality is terrible. I'm very disappointed. Looking forward to your reply.,0.047,86,True
CUST000602,Your customer service is terrible. No one responds to my emails. Can someone respond?,0.188,85,True
CUST000603,Your customer service team is amazing! Please help.,0.957,51,False
CUST000604,I love your service! Keep up the great work. Looking forward to your reply.,0.914,75,False
CUST000605,The website is broken and I can't complete my purchase. Looking forward to your reply.,0.21,86,True
CUST000606,Your return policy is confusing and unfair. Looking forward to your reply.,0.134,74,False
CUST000607,I'm impressed with your customer service. Please help.,0.761,54,False
CUST000608,I'm so satisfied with my purchase. Thank you! Please help.,0.796,58,False
CUST000609,My package was damaged and you're refusing to help. Please help.,0.045,64,True
CUST000610,This is ridiculous. I'm never shopping here again. Please help.,0.162,63,False
CUST000611,Can you help me with product recommendations? I need assistance.,0.493,64,False
CUST000612,Thank you so much! The product exceeded my expectations. Can someone respond?,0.888,77,False
CUST000613,I love the variety of products you offer. Can someone respond?,0.715,62,False
CUST000614,Can you explain your warranty policy? Thank you.,0.45,48,False
CUST000615,This is ridiculous. I'm never shopping here again. Thank you.,0.017,61,False
CUST000616,I'm impressed with your customer service. I need assistance.,0.759,60,False
CUST000617,Thank you for resolving my issue so quickly. Thank you.,0.82,55,False
CUST000618,I'd like to know about your loyalty program. I need assistance.,0.431,63,False
CUST000619,I want to subscribe to your newsletter. Can someone respond?,0.511,60,False
CUST000620,Your customer service is terrible. No one responds to my emails. Can someone respond?,0.193,85,True
CUST000621,I've called multiple times but no one helps me. Looking forward to your reply.,0.227,78,False
CUST000622,The customer support chat keeps disconnecting. Thank you.,0.139,57,False
CUST000623,"Hi, I'd like to check the status of my order. Looking forward to your reply.",0.567,76,False
CUST000624,The product quality is terrible. I'm very disappointed. Looking forward to your reply.,0.177,86,True
CUST000625,Can you tell me more about this product? Please help.,0.552,53,False
CUST000626,Why is my order still pending? I placed it 2 weeks ago! Please help.,0.26,68,False
CUST000627,What's the return policy for electronics? Please help.,0.59,54,False
CUST000628,I want to subscribe to your newsletter. Can someone respond?,0.497,60,False
CUST000629,The product quality is terrible. I'm very disappointed. Looking forward to your reply.,0.109,86,True
CUST000630,Your customer service is terrible. No one responds to my emails. Looking forward to your reply.,0.083,95,True
CUST000631,Can you tell me more about this product? Please help.,0.416,53,False
CUST000632,"Hi, I'd like to check the status of my order. I need assistance.",0.408,64,False
CUST000633,I'm so satisfied with my purchase. Thank you! Can someone respond?,0.895,66,False
CUST000634,I appreciate the quick response to my inquiry. Thank you.,0.702,57,False
CUST000635,This is ridiculous. I'm never shopping here again. Thank you.,0.284,61,False
CUST000636,Great prices and fast shipping. Very satisfied! Thank you.,0.837,58,False
CUST000637,I appreciate the quick response to my inquiry. Can someone respond?,0.981,67,False
CUST000638,I'll definitely shop here again. Great job! I need assistance.,0.726,62,False
CUST000639,This is the best online shopping experience I've had. I need assistance.,0.832,72,False
CUST000640,Why is my order still pending? I placed it 2 weeks ago! Looking forward to your reply.,0.154,86,False
CUST000641,The product quality is terrible. I'm very disappointed. Looking forward to your reply.,0.257,86,True
CUST000642,The product I received was completely different from what I ordered. Please help.,0.116,81,False
CUST000643,What's the return policy for electronics? Please help.,0.412,54,False
CUST000644,The product quality is terrible. I'm very disappointed. Please help.,0.216,68,True
CUST000645,The delivery was super fast. I'm very happy! Thank you.,0.781,55,False
CUST000646,I appreciate the quick response to my inquiry. Please help.,0.972,59,False
CUST000647,I want to subscribe to your newsletter. I need assistance.,0.453,58,False
CUST000648,The delivery was super fast. I'm very happy! I need assistance.,0.855,63,False
CUST000649,I'd like to know about your loyalty program. Thank you.,0.518,55,False
CUST000650,I want to subscribe to your newsletter. Can someone respond?,0.521,60,False
CUST000651,What payment methods do you accept? Please help.,0.444,48,False
CUST000652,Can you help me with product recommendations? I need assistance.,0.502,64,False
CUST000653,I'm extremely frustrated with this service. Can someone respond?,0.294,64,True
CUST000654,Your customer service is terrible. No one responds to my emails. Can someone respond?,0.238,85,True
CUST000655,The product I received was completely different from what I ordered. Please help.,0.166,81,False
CUST000656,This is ridiculous. I'm never shopping here again. Please help.,0.201,63,False
CUST000657,Can you help me with product recommendations? Can someone respond?,0.438,66,False
CUST000658,I'm impressed with your customer service. Please help.,0.81,54,False
CUST000659,"Hi, I'd like to check the status of my order. Looking forward to your reply.",0.512,76,False
CUST000660,What's the return policy for electronics? I need assistance.,0.584,60,False
CUST000661,The delivery was super fast. I'm very happy! Looking forward to your reply.,0.735,75,False
CUST000662,I'm looking for a gift for my friend. Please help.,0.473,50,False
CUST000663,I paid for express shipping but it's been delayed. Please help.,0.261,63,False
CUST000664,I need help with my account settings. Looking forward to your reply.,0.5,68,False
CUST000665,I'm impressed with your customer service. Looking forward to your reply.,0.846,72,False
CUST000666,What payment methods do you accept? Please help.,0.511,48,False
CUST000667,Your customer service is terrible. No one responds to my emails. Looking forward to your reply.,0.2,95,True
CUST000668,Thank you for resolving my issue so quickly. Thank you.,0.927,55,False
CUST000669,Thank you so much! The product exceeded my expectations. I need assistance.,0.727,75,False
CUST000670,I want a refund immediately. This is the worst experience ever. Can someone respond?,0.04,84,True
CUST000671,Your customer service team is amazing! Thank you.,0.968,49,False
CUST000672,I want a refund immediately. This is the worst experience ever. Looking forward to your reply.,0.171,94,True
CUST000673,I need to update my delivery address. Looking forward to your reply.,0.42,68,False
CUST000674,Can I change my order before it ships? I need assistance.,0.418,57,False
CUST000675,"Hi, I'd like to check the status of my order. I need assistance.",0.519,64,False
CUST000676,The website is broken and I can't complete my purchase. Please help.,0.288,68,True
CUST000677,I'm extremely frustrated with this service. Looking forward to your reply.,0.28,74,True
CUST000678,The delivery was super fast. I'm very happy! Thank you.,0.997,55,False
CUST000679,Why is my order still pending? I placed it 2 weeks ago! Please help.,0.282,68,False
CUST000680,The delivery was super fast. I'm very happy! Can someone respond?,0.988,65,False
CUST000681,This is ridiculous. I'm never shopping here again. Looking forward to your reply.,0.13,81,False
CUST000682,The product quality is excellent. Highly recommend! Please help.,0.845,64,False
CUST000683,I'll definitely shop here again. Great job! Looking forward to your reply.,0.88,74,False
CUST000684,What's the return policy for electronics? Please help.,0.404,54,False
CUST000685,Can you tell me more about this product? Please help.,0.582,53,False
CUST000686,Can you help me with product recommendations? Can someone respond?,0.501,66,False
CUST000687,The product quality is terrible. I'm very disappointed. Looking forward to your reply.,0.257,86,True
CUST000688,I want to subscribe to your newsletter. Can someone respond?,0.554,60,False
CUST000689,Your return policy is confusing and unfair. Thank you.,0.283,54,False
CUST000690,"Hi, I'd like to check the status of my order. Can someone respond?",0.586,66,False
CUST000691,Your customer service is terrible. No one responds to my emails. I need assistance.,0.079,83,True
CUST000692,I've called multiple times but no one helps me. I need assistance.,0.255,66,False
CUST000693,This is the best online shopping experience I've had. Looking forward to your reply.,0.885,84,False
CUST000694,The delivery was super fast. I'm very happy! Can someone respond?,0.828,65,False
CUST000695,I have a question about shipping options. Looking forward to your reply.,0.562,72,False
CUST000696,I've been a customer for years and this is how you treat me? Please help.,0.041,73,False
CUST000697,Your customer service team is amazing! I need assistance.,0.946,57,False
CUST000698,The website is broken and I can't complete my purchase. Thank you.,0.211,66,True
CUST000699,I love your service! Keep up the great work. Please help.,0.953,57,False
CUST000700,Thank you so much! The product exceeded my expectations. I need assistance.,0.747,75,False
CUST000701,I want to subscribe to your newsletter. Looking forward to your reply.,0.469,70,False
CUST000702,Your return policy is confusing and unfair. I need assistance.,0.16,62,False
CUST000703,What's the return policy for electronics? Can someone respond?,0.508,62,False
CUST000704,Great prices and fast shipping. Very satisfied! I need assistance.,0.851,66,False
CUST000705,Your website is easy to use and checkout was smooth. I need assistance.,0.894,71,False
CUST000706,Your customer service team is amazing! I need assistance.,0.807,57,False
CUST000707,I'd like to know about your loyalty program. I need assistance.,0.452,63,False
CUST000708,Your return policy is confusing and unfair. Please help.,0.122,56,False
CUST000709,Your customer service team is amazing! I need assistance.,0.797,57,False
CUST000710,The delivery was super fast. I'm very happy! Looking forward to your reply.,0.846,75,False
CUST000711,The customer support chat keeps disconnecting. Thank you.,0.258,57,False
CUST000712,Can you help me with product recommendations? Please help.,0.476,58,False
CUST000713,This is ridiculous. I'm never shopping here again. Can someone respond?,0.068,71,False
CUST000714,Thank you for resolving my issue so quickly. I need assistance.,0.868,63,False
CUST000715,Can you help me with product recommendations? Please help.,0.586,58,False
CUST000716,Your return policy is confusing and unfair. Looking forward to your reply.,0.137,74,False
CUST000717,I love your service! Keep up the great work. I need assistance.,0.969,63,False
CUST000718,I'm extremely frustrated with this service. Thank you.,0.199,54,True
CUST000719,"Hi, I'd like to check the status of my order. Thank you.",0.433,56,False
CUST000720,"Hi, I'd like to check the status of my order. Looking forward to your reply.",0.464,76,False
CUST000721,Can you help me with product recommendations? I need assistance.,0.528,64,False
CUST000722,I'm interested in bulk ordering. Please help.,0.46,45,False
CUST000723,Why is my order still pending? I placed it 2 weeks ago! Please help.,0.042,68,False
CUST000724,The website is broken and I can't complete my purchase. I need assistance.,0.032,74,True
CUST000725,The product I received was completely different from what I ordered. Please help.,0.109,81,False
CUST000726,Thank you for resolving my issue so quickly. Please help.,0.782,57,False
CUST000727,Your return policy is confusing and unfair. Looking forward to your reply.,0.02,74,False
CUST000728,The product quality is terrible. I'm very disappointed. Please help.,0.02,68,True
CUST000729,I paid for express shipping but it's been delayed. Can someone respond?,0.106,71,False
CUST000730,Thank you so much! The product exceeded my expectations. Looking forward to your reply.,0.908,87,False
CUST000731,The website is broken and I can't complete my purchase. I need assistance.,0.099,74,True
CUST000732,The delivery was super fast. I'm very happy! Please help.,0.911,57,False
CUST000733,I love the variety of products you offer. Can someone respond?,0.736,62,False
CUST000734,I've called multiple times but no one helps me. I need assistance.,0.296,66,False
CUST000735,I'm interested in bulk ordering. I need assistance.,0.562,51,False
CUST000736,What's the return policy for electronics? Can someone respond?,0.413,62,False
CUST000737,What's the return policy for electronics? I need assistance.,0.497,60,False
CUST000738,I want a refund immediately. This is the worst experience ever. I need assistance.,0.117,82,True
CUST000739,Thank you for resolving my issue so quickly. Please help.,0.786,57,False
CUST000740,This is ridiculous. I'm never shopping here again. Thank you.,0.192,61,False
CUST000741,I'm interested in bulk ordering. Thank you.,0.511,43,False
CUST000742,What are your business hours? Looking forward to your reply.,0.469,60,False
CUST000743,Can I change my order before it ships? Looking forward to your reply.,0.484,69,False
CUST000744,I'm impressed with your customer service. Thank you.,0.863,52,False
CUST000745,Your customer service team is amazing! Thank you.,0.786,49,False
CUST000746,I have a question about shipping options. I need assistance.,0.471,60,False
CUST000747,I've been waiting for my order for 3 weeks! This is unacceptable. Please help.,0.025,78,True
CUST000748,The product quality is excellent. Highly recommend! Thank you.,0.821,62,False
CUST000749,Can I change my order before it ships? Thank you.,0.589,49,False
CUST000750,I appreciate the quick response to my inquiry. Can someone respond?,0.757,67,False
CUST000751,Thank you so much! The product exceeded my expectations. Can someone respond?,0.734,77,False
CUST000752,Can you tell me more about this product? Thank you.,0.402,51,False
CUST000753,I want to subscribe to your newsletter. Please help.,0.534,52,False
CUST000754,Great prices and fast shipping. Very satisfied! I need assistance.,0.857,66,False
CUST000755,I want a refund immediately. This is the worst experience ever. Thank you.,0.035,74,True
CUST000756,This is ridiculous. I'm never shopping here again. Looking forward to your reply.,0.096,81,False
CUST000757,I paid for express shipping but it's been delayed. Thank you.,0.094,61,False
CUST000758,I've been waiting for my order for 3 weeks! This is unacceptable. Please help.,0.291,78,True
CUST000759,Can you tell me more about this product? Thank you.,0.431,51,False
CUST000760,I want to subscribe to your newsletter. Can someone respond?,0.498,60,False
CUST000761,The website is broken and I can't complete my purchase. I need assistance.,0.098,74,True
CUST000762,Can I change my order before it ships? Please help.,0.488,51,False
CUST000763,I've been a customer for years and this is how you treat me? Thank you.,0.022,71,False
CUST000764,Your customer service team is amazing! I need assistance.,0.712,57,False
CUST000765,I'll definitely shop here again. Great job! I need assistance.,0.893,62,False
