customer_id,review_text,review_rating,review_sentiment_score,review_length
CUST000443,Product doesn't work as advertised. Very frustrating.,1,0.164,53
CUST000444,Cheaply made and overpriced. Regret buying this.,1,0.084,48
CUST000445,Wonderful product. Fast delivery. Highly recommend!,5,0.919,51
CUST000446,Best purchase I've made. Great value for money.,4,0.718,47
CUST000447,Fantastic product. Exceeded expectations. 5 stars!,4,0.923,50
CUST000448,Perfect! Exactly as described. Love it!,4,0.939,39
CUST000449,Excellent purchase. Great quality and service!,4,0.707,46
CUST000450,Not worth the price. Very disappointed.,1,0.188,39
CUST000451,Excellent product! Exceeded my expectations. Highly recommend!,4,0.829,62
CUST000452,Meets basic expectations. No complaints.,3,0.436,40
CUST000453,Average quality. Nothing special but works fine.,3,0.461,48
CUST000454,Perfect! Exactly as described. Love it!,4,0.785,39
CUST000455,Customer service was unhelpful and rude.,2,0.006,40
CUST000456,Fantastic product. Exceeded expectations. 5 stars!,4,0.958,50
CUST000457,Customer service was unhelpful and rude.,1,0.227,40
CUST000458,Product doesn't work as advertised. Very frustrating.,1,0.063,53
CUST000459,Product doesn't work as advertised. Very frustrating.,1,0.219,53
CUST000460,Perfect! Exactly as described. Love it!,4,0.894,39
CUST000461,Terrible product quality. Broke after one week. Waste of money.,2,0.081,63
CUST000462,The worst purchase I've made. Don't buy this product.,1,0.111,53
CUST000463,Excellent product! Exceeded my expectations. Highly recommend!,5,0.733,62
CUST000464,The worst purchase I've made. Don't buy this product.,1,0.229,53
CUST000465,Low quality and expensive. Would not recommend.,2,0.15,47
CUST000466,It's decent for the price. Could be better.,3,0.572,43
CUST000467,Perfect! Exactly as described. Love it!,4,0.794,39
CUST000468,Product is okay. Does what it's supposed to do.,3,0.57,47
CUST000469,Product doesn't work as advertised. Very frustrating.,1,0.249,53
CUST000470,Product is okay. Does what it's supposed to do.,3,0.423,47
CUST000471,Arrived damaged and seller refused to help. Avoid!,1,0.075,50
CUST000472,Meets basic expectations. No complaints.,3,0.576,40
CUST000473,Excellent product! Exceeded my expectations. Highly recommend!,5,0.72,62
CUST000474,Fair quality. Worth the money.,3,0.524,30
CUST000475,Product doesn't work as advertised. Very frustrating.,2,0.153,53
CUST000476,Okay product. Satisfied but not thrilled.,3,0.45,41
CUST000477,Product doesn't work as advertised. Very frustrating.,2,0.029,53
CUST000478,Average quality. Nothing special but works fine.,3,0.475,48
CUST000479,Standard product. Gets the job done.,3,0.591,36
CUST000480,Product doesn't work as advertised. Very frustrating.,1,0.096,53
CUST000481,Customer service was unhelpful and rude.,1,0.021,40
CUST000482,It's decent for the price. Could be better.,3,0.434,43
CUST000483,Low quality and expensive. Would not recommend.,1,0.026,47
CUST000484,Okay product. Satisfied but not thrilled.,3,0.476,41
CUST000485,Great value and excellent quality. Highly satisfied!,5,0.758,52
CUST000486,Excellent product! Exceeded my expectations. Highly recommend!,5,0.907,62
CUST000487,Great value and excellent quality. Highly satisfied!,5,0.749,52
CUST000488,Average purchase. No major issues.,3,0.583,34
CUST000489,Product doesn't work as advertised. Very frustrating.,2,0.102,53
CUST000490,Standard product. Gets the job done.,3,0.584,36
CUST000491,Low quality and expensive. Would not recommend.,1,0.133,47
CUST000492,Very disappointed. Not as described. Poor customer service.,1,0.244,59
CUST000493,Wonderful product. Fast delivery. Highly recommend!,4,0.715,51
CUST000494,Great value and excellent quality. Highly satisfied!,5,0.89,52
CUST000495,The worst purchase I've made. Don't buy this product.,1,0.225,53
CUST000496,It's decent for the price. Could be better.,3,0.58,43
CUST000497,Perfect! Exactly as described. Love it!,4,0.746,39
CUST000498,Meets basic expectations. No complaints.,3,0.579,40
CUST000499,Okay product. Satisfied but not thrilled.,3,0.486,41
CUST000500,Terrible product quality. Broke after one week. Waste of money.,2,0.191,63
CUST000501,Product is okay. Does what it's supposed to do.,3,0.544,47
CUST000502,Outstanding product and customer service. Will buy again!,4,0.991,57
CUST000503,The worst purchase I've made. Don't buy this product.,1,0.178,53
CUST000504,Customer service was unhelpful and rude.,1,0.156,40
CUST000505,Cheaply made and overpriced. Regret buying this.,1,0.025,48
CUST000506,Average quality. Nothing special but works fine.,3,0.402,48
CUST000507,It's fine. Nothing exceptional.,3,0.417,31
CUST000508,Very disappointed. Not as described. Poor customer service.,2,0.129,59
CUST000509,Great value and excellent quality. Highly satisfied!,5,0.712,52
CUST000510,Poor quality materials. Fell apart quickly.,1,0.1,43
CUST000511,Decent product. Would consider buying again.,3,0.526,44
CUST000512,Wonderful product. Fast delivery. Highly recommend!,5,0.775,51
CUST000513,Excellent purchase. Great quality and service!,5,0.98,46
CUST000514,Poor quality materials. Fell apart quickly.,1,0.27,43
CUST000515,Meets basic expectations. No complaints.,3,0.552,40
CUST000516,It's decent for the price. Could be better.,3,0.597,43
CUST000517,Cheaply made and overpriced. Regret buying this.,1,0.17,48
CUST000518,Amazing quality and fast shipping. Very satisfied!,5,0.91,50
CUST000519,Fair quality. Worth the money.,3,0.413,30
CUST000520,Perfect! Exactly as described. Love it!,5,0.754,39
CUST000521,Terrible product quality. Broke after one week. Waste of money.,2,0.182,63
CUST000522,Decent product. Would consider buying again.,3,0.52,44
CUST000523,Fantastic product. Exceeded expectations. 5 stars!,4,0.898,50
CUST000524,Wonderful product. Fast delivery. Highly recommend!,4,0.875,51
CUST000525,Excellent product! Exceeded my expectations. Highly recommend!,4,0.99,62
CUST000526,Fantastic product. Exceeded expectations. 5 stars!,5,0.948,50
CUST000527,Wonderful product. Fast delivery. Highly recommend!,5,0.841,51
CUST000528,Wonderful product. Fast delivery. Highly recommend!,5,0.8,51
CUST000529,Great value and excellent quality. Highly satisfied!,4,0.755,52
CUST000530,Perfect! Exactly as described. Love it!,4,0.703,39
CUST000531,Outstanding product and customer service. Will buy again!,5,0.968,57
CUST000532,Not worth the price. Very disappointed.,2,0.289,39
CUST000533,Standard product. Gets the job done.,3,0.463,36
CUST000534,Okay product. Satisfied but not thrilled.,3,0.599,41
CUST000535,Not worth the price. Very disappointed.,2,0.122,39
CUST000536,Arrived damaged and seller refused to help. Avoid!,2,0.068,50
CUST000537,Average purchase. No major issues.,3,0.474,34
CUST000538,Customer service was unhelpful and rude.,2,0.235,40
CUST000539,High quality and great price. Very happy!,4,0.99,41
CUST000540,It's decent for the price. Could be better.,3,0.517,43
CUST000541,Poor quality materials. Fell apart quickly.,1,0.137,43
CUST000542,Poor quality materials. Fell apart quickly.,1,0.133,43
CUST000543,Cheaply made and overpriced. Regret buying this.,2,0.095,48
CUST000544,Meets basic expectations. No complaints.,3,0.591,40
CUST000545,Low quality and expensive. Would not recommend.,2,0.072,47
CUST000546,Meets basic expectations. No complaints.,3,0.501,40
CUST000547,Outstanding product and customer service. Will buy again!,5,0.91,57
CUST000548,Terrible product quality. Broke after one week. Waste of money.,1,0.088,63
CUST000549,Excellent product! Exceeded my expectations. Highly recommend!,5,0.926,62
CUST000550,Terrible product quality. Broke after one week. Waste of money.,1,0.19,63
CUST000551,Fair quality. Worth the money.,3,0.498,30
CUST000552,Product is okay. Does what it's supposed to do.,3,0.493,47
CUST000553,Not worth the price. Very disappointed.,1,0.23,39
CUST000554,Very disappointed. Not as described. Poor customer service.,1,0.173,59
CUST000555,Excellent product! Exceeded my expectations. Highly recommend!,4,0.724,62
CUST000556,The worst purchase I've made. Don't buy this product.,2,0.04,53
CUST000557,Amazing quality and fast shipping. Very satisfied!,4,0.948,50
CUST000558,Product doesn't work as advertised. Very frustrating.,2,0.116,53
CUST000559,Not worth the price. Very disappointed.,1,0.213,39
CUST000560,Low quality and expensive. Would not recommend.,2,0.299,47
CUST000561,Fantastic product. Exceeded expectations. 5 stars!,5,0.897,50
CUST000562,Low quality and expensive. Would not recommend.,2,0.015,47
CUST000563,Excellent purchase. Great quality and service!,4,0.764,46
CUST000564,Arrived damaged and seller refused to help. Avoid!,1,0.274,50
CUST000565,Not worth the price. Very disappointed.,2,0.093,39
CUST000566,Best purchase I've made. Great value for money.,5,0.788,47
CUST000567,Terrible product quality. Broke after one week. Waste of money.,2,0.08,63
CUST000568,Product doesn't work as advertised. Very frustrating.,1,0.09,53
CUST000569,The worst purchase I've made. Don't buy this product.,2,0.043,53
CUST000570,Fair quality. Worth the money.,3,0.537,30
CUST000571,Customer service was unhelpful and rude.,1,0.171,40
CUST000572,Okay product. Satisfied but not thrilled.,3,0.596,41
CUST000573,The worst purchase I've made. Don't buy this product.,1,0.115,53
CUST000574,Customer service was unhelpful and rude.,2,0.093,40
CUST000575,Arrived damaged and seller refused to help. Avoid!,2,0.02,50
CUST000576,Outstanding product and customer service. Will buy again!,4,0.916,57
CUST000577,The worst purchase I've made. Don't buy this product.,2,0.044,53
CUST000578,Excellent purchase. Great quality and service!,4,0.732,46
CUST000579,Poor quality materials. Fell apart quickly.,1,0.275,43
CUST000580,Cheaply made and overpriced. Regret buying this.,1,0.027,48
CUST000581,High quality and great price. Very happy!,4,0.834,41
CUST000582,Great value and excellent quality. Highly satisfied!,4,0.83,52
CUST000583,Best purchase I've made. Great value for money.,5,0.705,47
CUST000584,Average purchase. No major issues.,3,0.501,34
CUST000585,Fantastic product. Exceeded expectations. 5 stars!,4,0.855,50
CUST000586,It's decent for the price. Could be better.,3,0.447,43
CUST000587,Standard product. Gets the job done.,3,0.447,36
CUST000588,Meets basic expectations. No complaints.,3,0.534,40
CUST000589,Arrived damaged and seller refused to help. Avoid!,1,0.188,50
CUST000590,Perfect! Exactly as described. Love it!,4,0.887,39
CUST000591,It's fine. Nothing exceptional.,3,0.417,31
CUST000592,Outstanding product and customer service. Will buy again!,5,0.902,57
CUST000593,Customer service was unhelpful and rude.,1,0.296,40
CUST000594,Fantastic product. Exceeded expectations. 5 stars!,5,0.77,50
CUST000595,Great value and excellent quality. Highly satisfied!,4,0.887,52
CUST000596,Very disappointed. Not as described. Poor customer service.,2,0.243,59
CUST000597,Low quality and expensive. Would not recommend.,2,0.232,47
CUST000598,Excellent product! Exceeded my expectations. Highly recommend!,4,0.986,62
CUST000599,Meets basic expectations. No complaints.,3,0.553,40
CUST000600,Customer service was unhelpful and rude.,2,0.052,40
CUST000601,Arrived damaged and seller refused to help. Avoid!,2,0.289,50
CUST000602,Low quality and expensive. Would not recommend.,2,0.076,47
CUST000603,Perfect! Exactly as described. Love it!,4,0.73,39
CUST000604,Fantastic product. Exceeded expectations. 5 stars!,5,0.962,50
CUST000605,Poor quality materials. Fell apart quickly.,2,0.228,43
CUST000606,Product doesn't work as advertised. Very frustrating.,2,0.29,53
CUST000607,Wonderful product. Fast delivery. Highly recommend!,4,0.923,51
CUST000608,Best purchase I've made. Great value for money.,5,0.972,47
CUST000609,Product doesn't work as advertised. Very frustrating.,2,0.085,53
CUST000610,Poor quality materials. Fell apart quickly.,2,0.023,43
CUST000611,Meets basic expectations. No complaints.,3,0.472,40
CUST000612,Perfect! Exactly as described. Love it!,5,0.984,39
CUST000613,Excellent purchase. Great quality and service!,4,0.719,46
CUST000614,Okay product. Satisfied but not thrilled.,3,0.474,41
CUST000615,Low quality and expensive. Would not recommend.,1,0.043,47
CUST000616,Best purchase I've made. Great value for money.,5,0.796,47
CUST000617,Best purchase I've made. Great value for money.,5,0.805,47
CUST000618,Meets basic expectations. No complaints.,3,0.473,40
CUST000619,Meets basic expectations. No complaints.,3,0.435,40
CUST000620,Poor quality materials. Fell apart quickly.,2,0.195,43
CUST000621,Customer service was unhelpful and rude.,2,0.182,40
CUST000622,Cheaply made and overpriced. Regret buying this.,2,0.052,48
CUST000623,Okay product. Satisfied but not thrilled.,3,0.443,41
CUST000624,Product doesn't work as advertised. Very frustrating.,1,0.196,53
CUST000625,Standard product. Gets the job done.,3,0.543,36
CUST000626,Low quality and expensive. Would not recommend.,2,0.13,47
CUST000627,Fair quality. Worth the money.,3,0.464,30
CUST000628,Fair quality. Worth the money.,3,0.556,30
CUST000629,Low quality and expensive. Would not recommend.,2,0.157,47
CUST000630,Terrible product quality. Broke after one week. Waste of money.,2,0.28,63
CUST000631,It's fine. Nothing exceptional.,3,0.439,31
CUST000632,It's decent for the price. Could be better.,3,0.543,43
CUST000633,Great value and excellent quality. Highly satisfied!,5,0.947,52
CUST000634,Great value and excellent quality. Highly satisfied!,4,0.855,52
CUST000635,Arrived damaged and seller refused to help. Avoid!,2,0.202,50
CUST000636,Amazing quality and fast shipping. Very satisfied!,4,0.875,50
CUST000637,Fantastic product. Exceeded expectations. 5 stars!,5,0.974,50
CUST000638,Best purchase I've made. Great value for money.,5,0.824,47
CUST000639,Amazing quality and fast shipping. Very satisfied!,4,0.957,50
CUST000640,Customer service was unhelpful and rude.,2,0.282,40
CUST000641,Terrible product quality. Broke after one week. Waste of money.,1,0.119,63
CUST000642,Terrible product quality. Broke after one week. Waste of money.,2,0.275,63
CUST000643,Fair quality. Worth the money.,3,0.452,30
CUST000644,Arrived damaged and seller refused to help. Avoid!,2,0.282,50
CUST000645,Excellent purchase. Great quality and service!,5,0.706,46
CUST000646,Perfect! Exactly as described. Love it!,5,0.757,39
CUST000647,It's fine. Nothing exceptional.,3,0.537,31
CUST000648,Excellent purchase. Great quality and service!,5,0.735,46
CUST000649,Decent product. Would consider buying again.,3,0.496,44
CUST000650,Meets basic expectations. No complaints.,3,0.46,40
CUST000651,It's fine. Nothing exceptional.,3,0.556,31
CUST000652,Average purchase. No major issues.,3,0.447,34
CUST000653,Not worth the price. Very disappointed.,1,0.047,39
CUST000654,Terrible product quality. Broke after one week. Waste of money.,2,0.056,63
CUST000655,Low quality and expensive. Would not recommend.,2,0.27,47
CUST000656,Low quality and expensive. Would not recommend.,1,0.266,47
CUST000657,Average quality. Nothing special but works fine.,3,0.561,48
CUST000658,Great value and excellent quality. Highly satisfied!,4,0.716,52
CUST000659,Standard product. Gets the job done.,3,0.401,36
CUST000660,Average quality. Nothing special but works fine.,3,0.454,48
CUST000661,Excellent product! Exceeded my expectations. Highly recommend!,5,0.776,62
CUST000662,Meets basic expectations. No complaints.,3,0.561,40
CUST000663,Arrived damaged and seller refused to help. Avoid!,1,0.229,50
CUST000664,Standard product. Gets the job done.,3,0.545,36
CUST000665,Excellent purchase. Great quality and service!,4,0.862,46
CUST000666,It's fine. Nothing exceptional.,3,0.54,31
CUST000667,Terrible product quality. Broke after one week. Waste of money.,1,0.157,63
CUST000668,Outstanding product and customer service. Will buy again!,4,0.938,57
CUST000669,Best purchase I've made. Great value for money.,5,0.959,47
CUST000670,Very disappointed. Not as described. Poor customer service.,2,0.089,59
CUST000671,Perfect! Exactly as described. Love it!,5,0.927,39
CUST000672,Product doesn't work as advertised. Very frustrating.,1,0.224,53
CUST000673,Meets basic expectations. No complaints.,3,0.446,40
CUST000674,Average quality. Nothing special but works fine.,3,0.488,48
CUST000675,Product is okay. Does what it's supposed to do.,3,0.418,47
CUST000676,Very disappointed. Not as described. Poor customer service.,2,0.242,59
CUST000677,Product doesn't work as advertised. Very frustrating.,1,0.103,53
CUST000678,Perfect! Exactly as described. Love it!,5,0.716,39
CUST000679,Terrible product quality. Broke after one week. Waste of money.,2,0.242,63
CUST000680,High quality and great price. Very happy!,4,0.794,41
CUST000681,Very disappointed. Not as described. Poor customer service.,2,0.24,59
CUST000682,Fantastic product. Exceeded expectations. 5 stars!,4,0.856,50
CUST000683,Amazing quality and fast shipping. Very satisfied!,5,0.722,50
CUST000684,Okay product. Satisfied but not thrilled.,3,0.465,41
CUST000685,Average quality. Nothing special but works fine.,3,0.527,48
CUST000686,Fair quality. Worth the money.,3,0.417,30
CUST000687,Customer service was unhelpful and rude.,2,0.13,40
CUST000688,Fair quality. Worth the money.,3,0.453,30
CUST000689,Product doesn't work as advertised. Very frustrating.,2,0.28,53
CUST000690,It's decent for the price. Could be better.,3,0.477,43
CUST000691,Not worth the price. Very disappointed.,2,0.016,39
CUST000692,Product doesn't work as advertised. Very frustrating.,2,0.145,53
CUST000693,High quality and great price. Very happy!,4,0.712,41
CUST000694,High quality and great price. Very happy!,4,0.739,41
CUST000695,Average quality. Nothing special but works fine.,3,0.573,48
CUST000696,Not worth the price. Very disappointed.,1,0.069,39
CUST000697,Outstanding product and customer service. Will buy again!,4,0.808,57
CUST000698,Product doesn't work as advertised. Very frustrating.,1,0.287,53
CUST000699,Best purchase I've made. Great value for money.,5,0.809,47
CUST000700,Excellent product! Exceeded my expectations. Highly recommend!,4,0.709,62
CUST000701,Meets basic expectations. No complaints.,3,0.524,40
CUST000702,Customer service was unhelpful and rude.,2,0.0,40
CUST000703,Okay product. Satisfied but not thrilled.,3,0.533,41
CUST000704,Amazing quality and fast shipping. Very satisfied!,5,0.755,50
CUST000705,Excellent purchase. Great quality and service!,4,0.706,46
CUST000706,Excellent product! Exceeded my expectations. Highly recommend!,4,0.878,62
CUST000707,It's decent for the price. Could be better.,3,0.413,43
CUST000708,Cheaply made and overpriced. Regret buying this.,2,0.057,48
CUST000709,Wonderful product. Fast delivery. Highly recommend!,4,0.984,51
CUST000710,High quality and great price. Very happy!,5,0.922,41
CUST000711,Product doesn't work as advertised. Very frustrating.,2,0.137,53
CUST000712,Average quality. Nothing special but works fine.,3,0.55,48
CUST000713,Very disappointed. Not as described. Poor customer service.,2,0.277,59
CUST000714,Excellent purchase. Great quality and service!,5,0.846,46
CUST000715,Fair quality. Worth the money.,3,0.589,30
CUST000716,Product doesn't work as advertised. Very frustrating.,2,0.051,53
CUST000717,Best purchase I've made. Great value for money.,4,0.992,47
CUST000718,Cheaply made and overpriced. Regret buying this.,2,0.13,48
CUST000719,Fair quality. Worth the money.,3,0.562,30
CUST000720,Average purchase. No major issues.,3,0.51,34
CUST000721,It's fine. Nothing exceptional.,3,0.405,31
CUST000722,Okay product. Satisfied but not thrilled.,3,0.419,41
CUST000723,Low quality and expensive. Would not recommend.,1,0.187,47
CUST000724,Customer service was unhelpful and rude.,1,0.148,40
CUST000725,Terrible product quality. Broke after one week. Waste of money.,2,0.192,63
CUST000726,High quality and great price. Very happy!,4,0.966,41
CUST000727,Product doesn't work as advertised. Very frustrating.,2,0.297,53
CUST000728,Arrived damaged and seller refused to help. Avoid!,2,0.058,50
CUST000729,Poor quality materials. Fell apart quickly.,2,0.07,43
CUST000730,Fantastic product. Exceeded expectations. 5 stars!,5,0.847,50
CUST000731,Product doesn't work as advertised. Very frustrating.,2,0.013,53
CUST000732,Amazing quality and fast shipping. Very satisfied!,5,0.836,50
CUST000733,Best purchase I've made. Great value for money.,5,0.724,47
CUST000734,Cheaply made and overpriced. Regret buying this.,2,0.168,48
CUST000735,Okay product. Satisfied but not thrilled.,3,0.507,41
CUST000736,Average purchase. No major issues.,3,0.538,34
CUST000737,Standard product. Gets the job done.,3,0.509,36
CUST000738,Customer service was unhelpful and rude.,1,0.125,40
CUST000739,Great value and excellent quality. Highly satisfied!,4,0.838,52
CUST000740,The worst purchase I've made. Don't buy this product.,1,0.023,53
CUST000741,Fair quality. Worth the money.,3,0.451,30
CUST000742,Fair quality. Worth the money.,3,0.428,30
CUST000743,Average quality. Nothing special but works fine.,3,0.592,48
CUST000744,High quality and great price. Very happy!,4,0.95,41
CUST000745,Amazing quality and fast shipping. Very satisfied!,5,0.772,50
CUST000746,It's fine. Nothing exceptional.,3,0.523,31
CUST000747,Not worth the price. Very disappointed.,2,0.036,39
CUST000748,Amazing quality and fast shipping. Very satisfied!,4,0.818,50
CUST000749,Standard product. Gets the job done.,3,0.482,36
CUST000750,Great value and excellent quality. Highly satisfied!,5,0.852,52
CUST000751,Wonderful product. Fast delivery. Highly recommend!,4,0.916,51
CUST000752,Decent product. Would consider buying again.,3,0.434,44
CUST000753,Decent product. Would consider buying again.,3,0.479,44
CUST000754,Wonderful product. Fast delivery. Highly recommend!,5,0.722,51
CUST000755,The worst purchase I've made. Don't buy this product.,1,0.297,53
CUST000756,The worst purchase I've made. Don't buy this product.,1,0.201,53
CUST000757,Cheaply made and overpriced. Regret buying this.,1,0.054,48
CUST000758,Low quality and expensive. Would not recommend.,2,0.131,47
CUST000759,Meets basic expectations. No complaints.,3,0.538,40
CUST000760,Meets basic expectations. No complaints.,3,0.521,40
CUST000761,Cheaply made and overpriced. Regret buying this.,2,0.187,48
CUST000762,Meets basic expectations. No complaints.,3,0.453,40
CUST000763,Terrible product quality. Broke after one week. Waste of money.,1,0.044,63
CUST000764,Excellent purchase. Great quality and service!,5,0.886,46
CUST000765,Excellent product! Exceeded my expectations. Highly recommend!,4,0.908,62
CUST000766,Product is okay. Does what it's supposed to do.,3,0.512,47
CUST000767,High quality and great price. Very happy!,5,0.989,41
CUST000768,Arrived damaged and seller refused to help. Avoid!,1,0.23,50
CUST000769,Fair quality. Worth the money.,3,0.568,30
CUST000770,Poor quality materials. Fell apart quickly.,2,0.203,43
CUST000771,Okay product. Satisfied but not thrilled.,3,0.455,41
CUST000772,Very disappointed. Not as described. Poor customer service.,1,0.279,59
CUST000773,It's fine. Nothing exceptional.,3,0.562,31
CUST000774,Not worth the price. Very disappointed.,2,0.09,39
CUST000775,Wonderful product. Fast delivery. Highly recommend!,4,0.899,51
CUST000776,The worst purchase I've made. Don't buy this product.,2,0.225,53
CUST000777,Cheaply made and overpriced. Regret buying this.,2,0.214,48
CUST000778,Poor quality materials. Fell apart quickly.,2,0.216,43
CUST000779,Low quality and expensive. Would not recommend.,1,0.155,47
CUST000780,Customer service was unhelpful and rude.,2,0.277,40
CUST000781,Very disappointed. Not as described. Poor customer service.,1,0.066,59
CUST000782,Okay product. Satisfied but not thrilled.,3,0.4,41
CUST000783,Fantastic product. Exceeded expectations. 5 stars!,4,0.982,50
CUST000784,Perfect! Exactly as described. Love it!,5,0.957,39
CUST000785,Average purchase. No major issues.,3,0.575,34
CUST000786,Product is okay. Does what it's supposed to do.,3,0.574,47
CUST000787,Excellent product! Exceeded my expectations. Highly recommend!,4,0.884,62
CUST000788,Outstanding product and customer service. Will buy again!,4,0.789,57
CUST000789,Customer service was unhelpful and rude.,2,0.059,40
CUST000790,Average purchase. No major issues.,3,0.565,34
CUST000791,Product is okay. Does what it's supposed to do.,3,0.48,47
CUST000792,High quality and great price. Very happy!,5,0.914,41
CUST000793,Perfect! Exactly as described. Love it!,5,0.843,39
CUST000794,The worst purchase I've made. Don't buy this product.,1,0.049,53
CUST000795,Perfect! Exactly as described. Love it!,4,0.859,39
CUST000796,Excellent product! Exceeded my expectations. Highly recommend!,4,0.709,62
CUST000797,Not worth the price. Very disappointed.,2,0.227,39
CUST000798,Arrived damaged and seller refused to help. Avoid!,2,0.066,50
CUST000799,Product is okay. Does what it's supposed to do.,3,0.446,47
CUST000800,Fair quality. Worth the money.,3,0.451,30
CUST000801,Best purchase I've made. Great value for money.,4,0.932,47
CUST000802,Fantastic product. Exceeded expectations. 5 stars!,4,0.953,50
CUST000803,Best purchase I've made. Great value for money.,5,0.733,47
CUST000804,Poor quality materials. Fell apart quickly.,2,0.292,43
CUST000805,High quality and great price. Very happy!,4,0.77,41
CUST000806,Poor quality materials. Fell apart quickly.,2,0.051,43
CUST000807,Fantastic product. Exceeded expectations. 5 stars!,5,0.906,50
CUST000808,It's fine. Nothing exceptional.,3,0.428,31
CUST000809,Excellent purchase. Great quality and service!,5,0.972,46
CUST000810,Outstanding product and customer service. Will buy again!,4,0.792,57
CUST000811,Great value and excellent quality. Highly satisfied!,5,0.707,52
CUST000812,Fair quality. Worth the money.,3,0.565,30
CUST000813,Average quality. Nothing special but works fine.,3,0.425,48
CUST000814,Terrible product quality. Broke after one week. Waste of money.,2,0.206,63
CUST000815,Low quality and expensive. Would not recommend.,2,0.09,47
CUST000816,It's decent for the price. Could be better.,3,0.463,43
CUST000817,It's fine. Nothing exceptional.,3,0.413,31
CUST000818,Excellent purchase. Great quality and service!,4,0.777,46
CUST000819,Meets basic expectations. No complaints.,3,0.501,40
CUST000820,Excellent product! Exceeded my expectations. Highly recommend!,4,0.92,62
CUST000821,Average purchase. No major issues.,3,0.425,34
CUST000822,Product doesn't work as advertised. Very frustrating.,2,0.177,53
CUST000823,Great value and excellent quality. Highly satisfied!,4,0.901,52
CUST000824,Product is okay. Does what it's supposed to do.,3,0.539,47
CUST000825,Wonderful product. Fast delivery. Highly recommend!,5,0.708,51
CUST000826,Amazing quality and fast shipping. Very satisfied!,5,0.853,50
CUST000827,Cheaply made and overpriced. Regret buying this.,2,0.06,48
CUST000828,Product is okay. Does what it's supposed to do.,3,0.549,47
CUST000829,Decent product. Would consider buying again.,3,0.539,44
CUST000830,Very disappointed. Not as described. Poor customer service.,1,0.248,59
CUST000831,The worst purchase I've made. Don't buy this product.,2,0.186,53
CUST000832,Product doesn't work as advertised. Very frustrating.,1,0.139,53
CUST000833,Average quality. Nothing special but works fine.,3,0.511,48
CUST000834,Fair quality. Worth the money.,3,0.445,30
CUST000835,Standard product. Gets the job done.,3,0.498,36
CUST000836,Arrived damaged and seller refused to help. Avoid!,1,0.215,50
CUST000837,Not worth the price. Very disappointed.,1,0.135,39
CUST000838,Average quality. Nothing special but works fine.,3,0.596,48
CUST000839,Wonderful product. Fast delivery. Highly recommend!,5,0.776,51
CUST000840,Fair quality. Worth the money.,3,0.518,30
CUST000841,Customer service was unhelpful and rude.,1,0.124,40
CUST000842,Excellent product! Exceeded my expectations. Highly recommend!,4,0.825,62
CUST000843,Amazing quality and fast shipping. Very satisfied!,4,0.735,50
CUST000844,Perfect! Exactly as described. Love it!,5,0.705,39
CUST000845,Low quality and expensive. Would not recommend.,2,0.051,47
CUST000846,Decent product. Would consider buying again.,3,0.585,44
CUST000847,Average purchase. No major issues.,3,0.405,34
CUST000848,Perfect! Exactly as described. Love it!,4,0.797,39
CUST000849,It's decent for the price. Could be better.,3,0.418,43
CUST000850,Excellent product! Exceeded my expectations. Highly recommend!,4,0.878,62
CUST000851,Okay product. Satisfied but not thrilled.,3,0.508,41
CUST000852,Very disappointed. Not as described. Poor customer service.,2,0.081,59
CUST000853,Terrible product quality. Broke after one week. Waste of money.,1,0.229,63
CUST000854,Amazing quality and fast shipping. Very satisfied!,4,0.914,50
CUST000855,Cheaply made and overpriced. Regret buying this.,1,0.122,48
CUST000856,Wonderful product. Fast delivery. Highly recommend!,5,0.959,51
CUST000857,It's fine. Nothing exceptional.,3,0.491,31
CUST000858,Okay product. Satisfied but not thrilled.,3,0.453,41
CUST000859,Arrived damaged and seller refused to help. Avoid!,1,0.124,50
CUST000860,Product doesn't work as advertised. Very frustrating.,2,0.264,53
CUST000861,Amazing quality and fast shipping. Very satisfied!,5,0.753,50
CUST000862,Okay product. Satisfied but not thrilled.,3,0.465,41
CUST000863,The worst purchase I've made. Don't buy this product.,2,0.242,53
CUST000864,Arrived damaged and seller refused to help. Avoid!,2,0.026,50
CUST000865,Very disappointed. Not as described. Poor customer service.,2,0.197,59
CUST000866,Outstanding product and customer service. Will buy again!,5,0.949,57
CUST000867,It's fine. Nothing exceptional.,3,0.458,31
CUST000868,Excellent purchase. Great quality and service!,5,0.817,46
CUST000869,Excellent purchase. Great quality and service!,5,0.836,46
CUST000870,Best purchase I've made. Great value for money.,4,0.851,47
CUST000871,Fantastic product. Exceeded expectations. 5 stars!,5,0.901,50
CUST000872,Meets basic expectations. No complaints.,3,0.434,40
CUST000873,Low quality and expensive. Would not recommend.,2,0.038,47
CUST000874,Excellent purchase. Great quality and service!,4,0.717,46
CUST000875,Fair quality. Worth the money.,3,0.495,30
CUST000876,Not worth the price. Very disappointed.,1,0.298,39
CUST000877,Arrived damaged and seller refused to help. Avoid!,1,0.23,50
CUST000878,Not worth the price. Very disappointed.,2,0.104,39
CUST000879,Excellent product! Exceeded my expectations. Highly recommend!,5,0.779,62
CUST000880,Outstanding product and customer service. Will buy again!,5,0.963,57
CUST000881,Very disappointed. Not as described. Poor customer service.,2,0.013,59
CUST000882,Not worth the price. Very disappointed.,2,0.019,39
