customer_id,age,gender,location,membership_tier,account_age_days,recency,frequency,monetary_value,avg_order_value,total_orders,days_since_last_login,cart_abandonment_rate,email_open_rate,support_tickets,frustration_index,chat_log,chat_sentiment_score,chat_length,has_negative_keywords,review_text,review_rating,review_sentiment_score,review_length,sentiment_score_avg,text_engagement_score,total_spent_per_day,order_frequency_per_month,churn,churn_probability
CUST000256,32,Male,Suburban,Gold,652,0,5,298.05,59.61,5,7,0.326,0.191,1,0.082,The delivery was super fast. I'm very happy! I need assistance.,0.898,63,False,Best purchase I've made. Great value for money.,5,0.93,47,0.914,0.55,0.45643185298621747,0.21994134897360704,0,0.333
CUST000257,45,Other,Suburban,Silver,638,0,2,170.09,85.05,2,8,0.199,0.527,1,0.443,Can you tell me more about this product? Thank you.,0.418,51,False,Meets basic expectations. No complaints.,3,0.498,40,0.45799999999999996,0.455,0.2661815336463224,0.08982035928143713,0,0.381
CUST000258,52,Other,Urban,Platinum,645,0,5,91.8,18.36,5,0,0.278,0.44,1,0.358,"Hi, I'd like to check the status of my order. Thank you.",0.562,56,False,Average quality. Nothing special but works fine.,3,0.59,48,0.5760000000000001,0.52,0.14210526315789473,0.2222222222222222,0,0.155
CUST000259,21,Other,Urban,Bronze,242,0,8,294.64,36.83,8,6,0.391,0.2,2,0.38,I'm interested in bulk ordering. Thank you.,0.561,43,False,Standard product. Gets the job done.,3,0.586,36,0.5735,0.395,1.2125102880658436,0.8823529411764706,0,0.167
CUST000260,31,Female,Rural,Bronze,506,0,3,139.95,46.65,3,4,0.13,0.185,1,0.915,The product quality is terrible. I'm very disappointed. Looking forward to your reply.,0.068,86,True,Poor quality materials. Fell apart quickly.,1,0.192,43,0.13,0.645,0.27603550295857987,0.16791044776119401,0,0.311
CUST000261,31,Other,Urban,Gold,538,0,4,258.15,64.54,4,8,0.04,0.746,2,0.155,The delivery was super fast. I'm very happy! Please help.,0.737,57,False,High quality and great price. Very happy!,5,0.967,41,0.852,0.49,0.4789424860853432,0.2112676056338028,0,0.0
CUST000262,27,Male,Rural,Platinum,242,0,5,536.02,107.2,5,8,0.347,0.738,1,0.157,The product quality is excellent. Highly recommend! Please help.,0.773,64,False,Excellent product! Exceeded my expectations. Highly recommend!,4,0.914,62,0.8435,0.63,2.205843621399177,0.5514705882352942,0,0.267
CUST000263,75,Male,Suburban,Bronze,265,0,2,178.93,89.47,2,10,0.37,0.285,1,0.422,What payment methods do you accept? I need assistance.,0.429,54,False,Decent product. Would consider buying again.,3,0.555,44,0.492,0.49,0.6726691729323309,0.20338983050847456,1,0.615
CUST000264,54,Female,Urban,Gold,437,0,3,50.46,16.82,3,1,0.233,0.227,1,0.92,The website is broken and I can't complete my purchase. Please help.,0.189,68,True,Cheaply made and overpriced. Regret buying this.,1,0.016,48,0.10250000000000001,0.58,0.1152054794520548,0.19271948608137046,0,0.464
CUST000265,43,Male,Urban,Platinum,257,0,6,267.57,44.59,6,5,0.316,0.883,0,0.393,Can I change my order before it ships? Please help.,0.568,51,False,Okay product. Satisfied but not thrilled.,3,0.401,41,0.4845,0.46,1.037093023255814,0.6271777003484321,0,0.37
CUST000266,31,Male,Urban,Bronze,30,0,3,49.73,16.58,3,3,0.14,0.435,0,0.415,Can you help me with product recommendations? Can someone respond?,0.472,66,False,Fair quality. Worth the money.,3,0.454,30,0.46299999999999997,0.48,1.6041935483870966,1.5,0,0.25
CUST000267,48,Other,Rural,Silver,17,0,3,181.72,60.57,3,0,0.791,0.855,4,0.906,The product quality is terrible. I'm very disappointed. Please help.,0.13,68,True,Not worth the price. Very disappointed.,2,0.273,39,0.2015,0.535,10.095555555555556,1.9148936170212767,0,0.48
CUST000268,72,Male,Rural,Platinum,76,0,25,1209.88,48.4,25,6,0.01,0.687,2,0.141,I appreciate the quick response to my inquiry. Thank you.,0.93,57,False,Excellent product! Exceeded my expectations. Highly recommend!,4,0.825,62,0.8775,0.595,15.712727272727275,7.0754716981132075,0,0.061
CUST000269,47,Other,Rural,Gold,539,0,2,117.36,58.68,2,7,0.371,0.198,0,0.094,The packaging was perfect and the product arrived safely. Please help.,0.842,70,False,Excellent purchase. Great quality and service!,4,0.964,46,0.903,0.58,0.21733333333333332,0.1054481546572935,0,0.166
CUST000270,27,Female,Suburban,Silver,635,635,1,74.04,74.04,1,175,0.168,0.272,0,0.393,I'm looking for a gift for my friend. Please help.,0.522,50,False,Decent product. Would consider buying again.,3,0.459,44,0.49050000000000005,0.47,0.11641509433962265,0.045112781954887216,1,0.586
CUST000271,58,Female,Urban,Silver,425,425,1,52.02,52.02,1,133,0.297,0.841,0,0.113,The product quality is excellent. Highly recommend! Looking forward to your reply.,0.922,82,False,Excellent purchase. Great quality and service!,4,0.795,46,0.8585,0.64,0.12211267605633803,0.06593406593406594,0,0.491
CUST000272,30,Other,Urban,Bronze,200,0,4,328.18,82.05,4,2,0.079,0.777,1,0.117,I'll definitely shop here again. Great job! Looking forward to your reply.,0.967,74,False,Fantastic product. Exceeded expectations. 5 stars!,4,0.786,50,0.8765000000000001,0.62,1.6327363184079602,0.5217391304347826,0,0.162
CUST000273,63,Female,Suburban,Bronze,133,0,7,205.63,29.38,7,1,0.086,0.143,0,0.396,Can you tell me more about this product? Can someone respond?,0.499,61,False,It's decent for the price. Could be better.,3,0.481,43,0.49,0.52,1.53455223880597,1.2883435582822085,1,0.504
CUST000274,27,Female,Urban,Bronze,404,0,6,247.32,41.22,6,6,0.095,0.117,2,0.088,I love your service! Keep up the great work. Can someone respond?,0.932,65,False,Best purchase I've made. Great value for money.,5,0.932,47,0.932,0.56,0.6106666666666667,0.4147465437788018,0,0.328
CUST000275,19,Other,Rural,Bronze,258,0,2,89.95,44.97,2,8,0.31,0.495,0,0.449,I need to update my delivery address. I need assistance.,0.425,56,False,Fair quality. Worth the money.,3,0.403,30,0.41400000000000003,0.43,0.3472972972972973,0.20833333333333334,0,0.416
CUST000276,21,Female,Suburban,Platinum,225,0,8,409.08,51.13,8,7,0.391,0.358,2,0.431,I'd like to know about your loyalty program. Thank you.,0.569,55,False,Okay product. Satisfied but not thrilled.,3,0.405,41,0.487,0.48,1.8100884955752212,0.9411764705882353,0,0.277
CUST000277,64,Female,Urban,Bronze,460,0,7,354.75,50.68,7,10,0.041,0.469,2,0.412,I need to update my delivery address. Can someone respond?,0.549,58,False,It's decent for the price. Could be better.,3,0.495,43,0.522,0.505,0.7695227765726681,0.4285714285714285,0,0.145
CUST000278,24,Other,Urban,Silver,714,0,10,416.55,41.66,10,3,0.294,0.804,0,0.357,Can I change my order before it ships? Can someone respond?,0.562,59,False,It's fine. Nothing exceptional.,3,0.527,31,0.5445,0.45,0.5825874125874126,0.4032258064516129,0,0.455
CUST000279,35,Female,Urban,Silver,522,0,3,29.64,9.88,3,7,0.342,0.055,5,0.944,I'm extremely frustrated with this service. Can someone respond?,0.275,64,True,The worst purchase I've made. Don't buy this product.,1,0.087,53,0.181,0.585,0.05667304015296367,0.16304347826086957,1,0.623
CUST000280,34,Male,Urban,Bronze,122,0,3,92.52,30.84,3,5,0.792,0.306,5,0.842,I paid for express shipping but it's been delayed. I need assistance.,0.044,69,False,Customer service was unhelpful and rude.,2,0.002,40,0.023,0.545,0.7521951219512195,0.5921052631578948,0,0.354
CUST000281,49,Female,Suburban,Platinum,717,0,8,936.09,117.01,8,1,0.388,0.499,1,0.41,I want to subscribe to your newsletter. Can someone respond?,0.509,60,False,Okay product. Satisfied but not thrilled.,3,0.487,41,0.498,0.505,1.3037465181058496,0.321285140562249,0,0.46
CUST000282,61,Male,Suburban,Silver,195,0,25,1562.16,62.49,25,10,0.341,0.341,2,0.423,What are your business hours? Can someone respond?,0.464,50,False,It's decent for the price. Could be better.,3,0.57,43,0.517,0.465,7.970204081632653,3.3333333333333335,0,0.183
CUST000283,37,Other,Urban,Platinum,92,0,6,550.66,91.78,6,7,0.232,0.634,3,0.8,The product I received was completely different from what I ordered. Thank you.,0.036,79,False,The worst purchase I've made. Don't buy this product.,1,0.087,53,0.0615,0.66,5.921075268817204,1.4754098360655739,0,0.456
CUST000284,55,Female,Suburban,Gold,330,0,3,203.5,67.83,3,2,0.187,0.678,1,0.135,The packaging was perfect and the product arrived safely. Looking forward to your reply.,0.818,88,False,Great value and excellent quality. Highly satisfied!,4,0.926,52,0.872,0.7,0.6148036253776435,0.25,0,0.065
CUST000285,35,Male,Urban,Gold,218,0,9,442.34,49.15,9,1,0.177,0.399,0,0.2,Thank you so much! The product exceeded my expectations. Looking forward to your reply.,0.766,87,False,Perfect! Exactly as described. Love it!,4,0.712,39,0.739,0.63,2.0198173515981734,1.088709677419355,0,0.15
CUST000286,58,Male,Urban,Gold,620,0,6,770.35,128.39,6,8,0.341,0.741,2,0.184,The product quality is excellent. Highly recommend! Looking forward to your reply.,0.785,82,False,High quality and great price. Very happy!,5,0.806,41,0.7955000000000001,0.615,1.240499194847021,0.2769230769230769,0,0.275
CUST000287,46,Female,Rural,Platinum,658,0,4,357.93,89.48,4,9,0.023,0.658,1,0.152,Your customer service team is amazing! Looking forward to your reply.,0.849,69,False,Excellent purchase. Great quality and service!,5,0.761,46,0.8049999999999999,0.575,0.5431411229135054,0.1744186046511628,0,0.163
CUST000288,25,Other,Suburban,Gold,62,62,1,51.23,51.23,1,7,0.094,0.158,2,0.422,"Hi, I'd like to check the status of my order. Thank you.",0.466,56,False,Meets basic expectations. No complaints.,3,0.571,40,0.5185,0.48,0.8131746031746031,0.32608695652173914,0,0.167
CUST000289,54,Other,Rural,Bronze,376,0,25,1139.17,45.57,25,6,0.308,0.136,0,0.646,The customer support chat keeps disconnecting. Looking forward to your reply.,0.245,77,False,Not worth the price. Very disappointed.,2,0.054,39,0.1495,0.58,3.0216710875331567,1.8472906403940887,0,0.301
CUST000290,31,Female,Urban,Platinum,185,185,1,24.49,24.49,1,87,0.29,0.205,0,0.337,Can you tell me more about this product? I need assistance.,0.561,59,False,Okay product. Satisfied but not thrilled.,3,0.597,41,0.579,0.5,0.13166666666666665,0.13953488372093023,1,0.556
CUST000291,73,Female,Rural,Bronze,619,0,4,593.25,148.31,4,10,0.1,0.622,1,0.13,Thank you so much! The product exceeded my expectations. Looking forward to your reply.,0.913,87,False,Perfect! Exactly as described. Love it!,5,0.75,39,0.8315,0.63,0.9568548387096775,0.18489984591679506,0,0.191
CUST000292,67,Other,Urban,Bronze,416,0,4,310.46,77.62,4,3,0.252,0.218,0,0.11,I'm so satisfied with my purchase. Thank you! I need assistance.,0.789,64,False,Perfect! Exactly as described. Love it!,5,0.914,39,0.8515,0.515,0.7445083932853717,0.26905829596412556,0,0.205
CUST000293,57,Other,Urban,Silver,613,0,5,1885.86,377.17,5,2,0.01,0.586,1,0.372,Can you explain your warranty policy? Can someone respond?,0.566,58,False,Average quality. Nothing special but works fine.,3,0.539,48,0.5525,0.53,3.0714332247557,0.2332814930015552,0,0.276
CUST000294,41,Female,Suburban,Gold,249,0,15,1201.64,80.11,15,7,0.006,0.197,0,0.17,The delivery was super fast. I'm very happy! Looking forward to your reply.,0.814,75,False,Great value and excellent quality. Highly satisfied!,4,0.749,52,0.7815,0.635,4.80656,1.6129032258064515,0,0.181
CUST000295,34,Other,Rural,Platinum,627,627,1,91.74,91.74,1,32,0.322,0.189,2,0.752,The customer support chat keeps disconnecting. Looking forward to your reply.,0.115,77,False,Not worth the price. Very disappointed.,2,0.008,39,0.0615,0.58,0.1460828025477707,0.04566210045662101,1,0.648
CUST000296,63,Female,Urban,Gold,386,0,5,279.56,55.91,5,3,0.119,0.373,0,0.426,I have a question about shipping options. Looking forward to your reply.,0.41,72,False,Okay product. Satisfied but not thrilled.,3,0.501,41,0.4555,0.565,0.7223772609819121,0.3605769230769231,0,0.395
CUST000297,54,Other,Rural,Platinum,438,0,2,114.65,57.33,2,7,0.179,0.235,3,0.718,The product I received was completely different from what I ordered. Please help.,0.166,81,False,Arrived damaged and seller refused to help. Avoid!,2,0.119,50,0.14250000000000002,0.655,0.2611617312072893,0.12820512820512822,0,0.4
CUST000298,34,Other,Urban,Silver,48,0,2,30.4,15.2,2,6,0.293,0.517,2,0.425,"Hi, I'd like to check the status of my order. I need assistance.",0.458,64,False,Meets basic expectations. No complaints.,3,0.574,40,0.516,0.52,0.6204081632653061,0.7692307692307692,0,0.419
CUST000299,71,Female,Suburban,Bronze,7,0,10,466.41,46.64,10,2,0.016,0.65,2,0.166,The product quality is excellent. Highly recommend! Looking forward to your reply.,0.886,82,False,Excellent purchase. Great quality and service!,4,0.8,46,0.843,0.64,58.30125,8.108108108108107,0,0.006
CUST000300,57,Female,Rural,Silver,77,0,3,241.58,80.53,3,3,0.265,0.193,1,0.118,Great prices and fast shipping. Very satisfied! I need assistance.,0.906,66,False,Fantastic product. Exceeded expectations. 5 stars!,5,0.8,50,0.853,0.58,3.0971794871794875,0.8411214953271028,0,0.04
CUST000301,47,Female,Rural,Bronze,375,0,6,460.13,76.69,6,1,0.379,0.591,2,0.208,I appreciate the quick response to my inquiry. Thank you.,0.76,57,False,Wonderful product. Fast delivery. Highly recommend!,4,0.826,51,0.7929999999999999,0.54,1.22375,0.4444444444444444,0,0.203
CUST000302,39,Male,Rural,Bronze,709,0,8,220.34,27.54,8,8,0.289,0.71,0,0.078,The delivery was super fast. I'm very happy! I need assistance.,0.921,63,False,Amazing quality and fast shipping. Very satisfied!,4,0.911,50,0.916,0.565,0.31033802816901407,0.32476319350473615,0,0.144
CUST000303,44,Male,Urban,Silver,633,0,6,70.91,11.82,6,3,0.231,0.12,1,0.192,I'm impressed with your customer service. Can someone respond?,0.781,62,False,High quality and great price. Very happy!,4,0.786,41,0.7835000000000001,0.515,0.11184542586750788,0.27149321266968324,0,0.304
CUST000304,67,Male,Suburban,Gold,242,0,4,108.04,27.01,4,9,0.479,0.797,2,0.692,Why is my order still pending? I placed it 2 weeks ago! I need assistance.,0.18,74,False,The worst purchase I've made. Don't buy this product.,1,0.187,53,0.1835,0.635,0.4446090534979424,0.4411764705882353,0,0.371
CUST000305,35,Other,Urban,Platinum,172,0,4,192.62,48.16,4,10,0.321,0.49,0,0.367,Can you help me with product recommendations? Please help.,0.541,58,False,It's fine. Nothing exceptional.,3,0.522,31,0.5315000000000001,0.445,1.1134104046242774,0.594059405940594,0,0.178
CUST000306,65,Other,Suburban,Platinum,721,0,2,123.31,61.66,2,7,0.168,0.133,3,0.897,I want a refund immediately. This is the worst experience ever. Looking forward to your reply.,0.284,94,True,Poor quality materials. Fell apart quickly.,2,0.032,43,0.15799999999999997,0.685,0.17078947368421052,0.07989347536617843,1,0.572
CUST000307,65,Other,Urban,Silver,194,0,6,424.81,70.8,6,8,0.216,0.627,1,0.18,I'm so satisfied with my purchase. Thank you! I need assistance.,0.822,64,False,Excellent purchase. Great quality and service!,5,0.705,46,0.7635,0.55,2.1785128205128204,0.8035714285714286,0,0.059
CUST000308,22,Other,Urban,Bronze,509,0,2,127.17,63.59,2,3,0.396,0.173,0,0.378,I need help with my account settings. Can someone respond?,0.48,58,False,Meets basic expectations. No complaints.,3,0.568,40,0.524,0.49,0.24935294117647058,0.11131725417439704,0,0.354
CUST000309,69,Other,Urban,Silver,562,0,4,133.99,33.5,4,3,0.764,0.286,4,0.981,My package was damaged and you're refusing to help. I need assistance.,0.028,70,True,Product doesn't work as advertised. Very frustrating.,1,0.225,53,0.1265,0.615,0.2379928952042629,0.2027027027027027,1,0.516
CUST000310,71,Female,Rural,Silver,283,0,4,383.95,95.99,4,1,0.364,0.833,1,0.414,What's the return policy for electronics? Please help.,0.528,54,False,Okay product. Satisfied but not thrilled.,3,0.448,41,0.488,0.475,1.3519366197183098,0.38338658146964855,0,0.454
CUST000311,50,Male,Rural,Gold,696,0,5,148.61,29.72,5,0,0.251,0.786,5,0.805,The customer support chat keeps disconnecting. Please help.,0.081,59,False,Terrible product quality. Broke after one week. Waste of money.,2,0.074,63,0.0775,0.61,0.21321377331420374,0.2066115702479339,0,0.415
CUST000312,35,Male,Rural,Bronze,390,0,8,496.26,62.03,8,10,0.15,0.165,0,0.353,I need help with my account settings. Please help.,0.587,50,False,It's decent for the price. Could be better.,3,0.509,43,0.548,0.465,1.2692071611253197,0.5714285714285714,0,0.317
CUST000313,64,Male,Suburban,Silver,595,0,2,101.47,50.73,2,7,0.212,0.172,5,0.991,I want a refund immediately. This is the worst experience ever. Thank you.,0.156,74,True,Arrived damaged and seller refused to help. Avoid!,2,0.021,50,0.0885,0.62,0.170251677852349,0.096,1,0.646
CUST000314,55,Female,Suburban,Platinum,84,0,6,805.06,134.18,6,5,0.348,0.106,2,0.389,Can I change my order before it ships? Please help.,0.579,51,False,Fair quality. Worth the money.,3,0.533,30,0.556,0.405,9.471294117647059,1.5789473684210527,0,0.229
CUST000315,44,Female,Suburban,Gold,67,0,10,1054.59,105.46,10,1,0.148,0.786,2,0.719,The product I received was completely different from what I ordered. Thank you.,0.09,79,False,The worst purchase I've made. Don't buy this product.,2,0.151,53,0.1205,0.66,15.508676470588235,3.0927835051546393,0,0.299
CUST000316,45,Male,Rural,Silver,573,0,6,347.79,57.97,6,0,0.244,0.701,2,0.478,What's the return policy for electronics? I need assistance.,0.432,60,False,Fair quality. Worth the money.,3,0.432,30,0.432,0.45,0.6059059233449477,0.29850746268656714,0,0.434
CUST000317,22,Other,Urban,Silver,219,0,2,115.48,57.74,2,2,0.131,0.221,3,0.981,The website is broken and I can't complete my purchase. Can someone respond?,0.033,76,True,Terrible product quality. Broke after one week. Waste of money.,2,0.087,63,0.06,0.695,0.5249090909090909,0.24096385542168672,1,0.599
CUST000318,71,Male,Suburban,Bronze,376,0,6,1322.25,220.38,6,9,0.582,0.464,4,0.889,I'm extremely frustrated with this service. Looking forward to your reply.,0.249,74,True,Arrived damaged and seller refused to help. Avoid!,1,0.237,50,0.243,0.62,3.5072944297082227,0.4433497536945813,0,0.487
CUST000319,21,Female,Suburban,Bronze,606,0,9,1409.61,156.62,9,8,0.784,0.07,3,0.939,The product quality is terrible. I'm very disappointed. Please help.,0.058,68,True,The worst purchase I've made. Don't buy this product.,1,0.258,53,0.158,0.605,2.322257001647446,0.42452830188679247,1,0.539
CUST000320,58,Other,Suburban,Platinum,320,320,1,59.1,59.1,1,12,0.299,0.168,5,0.709,Why is my order still pending? I placed it 2 weeks ago! Looking forward to your reply.,0.258,86,False,Product doesn't work as advertised. Very frustrating.,1,0.225,53,0.2415,0.695,0.1841121495327103,0.08571428571428572,1,0.951
CUST000321,66,Female,Suburban,Silver,447,0,4,142.38,35.59,4,4,0.583,0.587,4,0.822,Your return policy is confusing and unfair. I need assistance.,0.069,62,False,Cheaply made and overpriced. Regret buying this.,1,0.035,48,0.052000000000000005,0.55,0.3178125,0.25157232704402516,0,0.373
CUST000322,47,Other,Suburban,Gold,176,0,3,213.93,71.31,3,5,0.033,0.698,2,0.238,The packaging was perfect and the product arrived safely. Looking forward to your reply.,0.725,88,False,Amazing quality and fast shipping. Very satisfied!,5,0.706,50,0.7155,0.69,1.2086440677966102,0.4368932038834952,0,0.267
CUST000323,51,Female,Suburban,Gold,408,0,3,46.96,15.65,3,6,0.087,0.894,0,0.113,The delivery was super fast. I'm very happy! Can someone respond?,0.856,65,False,Excellent purchase. Great quality and service!,4,0.882,46,0.869,0.555,0.11481662591687042,0.20547945205479454,0,0.228
CUST000324,54,Female,Urban,Silver,320,0,4,541.86,135.47,4,9,0.261,0.879,1,0.161,This is the best online shopping experience I've had. Can someone respond?,0.825,74,False,Best purchase I've made. Great value for money.,4,0.829,47,0.827,0.605,1.6880373831775701,0.34285714285714286,0,0.428
CUST000325,44,Male,Rural,Bronze,97,0,2,64.53,32.27,2,9,0.353,0.623,2,0.435,I need help with my account settings. Please help.,0.5,50,False,Fair quality. Worth the money.,3,0.482,30,0.491,0.4,0.658469387755102,0.47244094488188976,0,0.376
CUST000326,53,Other,Urban,Silver,262,0,3,159.29,53.1,3,5,0.349,0.827,2,0.445,What's the return policy for electronics? Thank you.,0.521,52,False,Decent product. Would consider buying again.,3,0.423,44,0.472,0.48,0.6056653992395437,0.3082191780821918,0,0.345
CUST000327,33,Female,Rural,Bronze,723,0,7,266.39,38.06,7,4,0.137,0.651,0,0.425,Can you tell me more about this product? Please help.,0.484,53,False,Decent product. Would consider buying again.,3,0.404,44,0.444,0.485,0.36794198895027624,0.2788844621513944,0,0.206
CUST000328,39,Female,Rural,Gold,149,0,2,777.61,388.81,2,7,0.269,0.224,2,0.112,The delivery was super fast. I'm very happy! Looking forward to your reply.,0.889,75,False,Perfect! Exactly as described. Love it!,5,0.907,39,0.898,0.57,5.184066666666666,0.33519553072625696,0,0.247
CUST000329,69,Other,Urban,Silver,108,0,2,325.0,162.5,2,2,0.778,0.615,4,0.895,My package was damaged and you're refusing to help. Looking forward to your reply.,0.253,82,True,Not worth the price. Very disappointed.,2,0.146,39,0.1995,0.605,2.981651376146789,0.4347826086956522,0,0.496
CUST000330,55,Other,Suburban,Gold,343,0,9,411.97,45.77,9,0,0.392,0.313,0,0.123,The delivery was super fast. I'm very happy! Thank you.,0.72,55,False,Outstanding product and customer service. Will buy again!,5,0.963,57,0.8414999999999999,0.56,1.1975872093023257,0.7238605898123325,0,0.191
CUST000331,35,Male,Rural,Silver,665,0,10,407.21,40.72,10,7,0.003,0.815,0,0.179,Your website is easy to use and checkout was smooth. I need assistance.,0.812,71,False,Great value and excellent quality. Highly satisfied!,4,0.721,52,0.7665,0.615,0.6114264264264264,0.4316546762589928,0,0.176
CUST000332,50,Female,Suburban,Silver,547,547,1,2.35,2.35,1,54,0.123,0.126,0,0.363,I'd like to know about your loyalty program. Thank you.,0.545,55,False,Meets basic expectations. No complaints.,3,0.531,40,0.538,0.475,0.004288321167883212,0.05199306759098787,1,0.739
CUST000333,67,Other,Suburban,Bronze,29,0,2,34.46,17.23,2,4,0.091,0.31,2,0.389,Can you tell me more about this product? Looking forward to your reply.,0.561,71,False,Decent product. Would consider buying again.,3,0.555,44,0.558,0.575,1.1486666666666667,1.0169491525423728,0,0.299
CUST000334,72,Female,Suburban,Silver,417,0,3,107.58,35.86,3,5,0.009,0.442,1,0.373,"Hi, I'd like to check the status of my order. Thank you.",0.556,56,False,Meets basic expectations. No complaints.,3,0.55,40,0.553,0.48,0.2573684210526316,0.20134228187919462,0,0.482
CUST000335,42,Female,Rural,Silver,510,0,5,460.88,92.18,5,2,0.236,0.559,0,0.435,I have a question about shipping options. Please help.,0.434,54,False,Fair quality. Worth the money.,3,0.439,30,0.4365,0.42,0.9019178082191781,0.2777777777777778,0,0.411
CUST000336,53,Male,Suburban,Silver,395,0,4,195.07,48.77,4,1,0.257,0.442,0,0.1,I'm so satisfied with my purchase. Thank you! I need assistance.,0.879,64,False,Excellent purchase. Great quality and service!,4,0.896,46,0.8875,0.55,0.4926010101010101,0.2823529411764706,0,0.259
CUST000337,69,Female,Urban,Bronze,206,0,3,165.44,55.15,3,10,0.794,0.702,4,0.919,My package was damaged and you're refusing to help. Please help.,0.142,64,True,Low quality and expensive. Would not recommend.,2,0.215,47,0.1785,0.555,0.7992270531400966,0.38135593220338987,0,0.386
CUST000338,67,Other,Suburban,Gold,254,0,3,37.01,12.34,3,2,0.104,0.278,1,0.437,"Hi, I'd like to check the status of my order. Please help.",0.443,58,False,Meets basic expectations. No complaints.,3,0.485,40,0.46399999999999997,0.49,0.14513725490196078,0.31690140845070425,0,0.337
CUST000339,61,Female,Rural,Platinum,61,0,5,489.14,97.83,5,7,0.049,0.858,0,0.11,Your customer service team is amazing! Thank you.,0.939,49,False,High quality and great price. Very happy!,4,0.782,41,0.8605,0.45,7.889354838709677,1.6483516483516485,0,0.072
CUST000340,19,Female,Rural,Silver,341,341,1,96.38,96.38,1,53,0.096,0.172,1,0.83,Your customer service is terrible. No one responds to my emails. Please help.,0.282,77,True,The worst purchase I've made. Don't buy this product.,1,0.191,53,0.2365,0.65,0.281812865497076,0.08086253369272237,1,0.666
CUST000341,56,Female,Rural,Gold,305,0,2,79.12,39.56,2,4,0.669,0.447,2,0.72,I've called multiple times but no one helps me. Can someone respond?,0.066,68,False,Very disappointed. Not as described. Poor customer service.,2,0.179,59,0.1225,0.635,0.258562091503268,0.17910447761194032,0,0.341
CUST000342,72,Other,Suburban,Silver,12,12,1,91.63,91.63,1,18,0.004,0.515,0,0.348,Can you tell me more about this product? Please help.,0.563,53,False,It's decent for the price. Could be better.,3,0.556,43,0.5595,0.48,7.048461538461538,0.7142857142857143,0,0.191
CUST000343,26,Other,Suburban,Bronze,668,0,5,153.41,30.68,5,0,0.432,0.71,3,1.0,I'm extremely frustrated with this service. Can someone respond?,0.009,64,True,Terrible product quality. Broke after one week. Waste of money.,1,0.078,63,0.0435,0.635,0.22931240657698057,0.21489971346704873,0,0.342
CUST000344,64,Other,Urban,Silver,628,628,1,50.38,50.38,1,154,0.324,0.101,0,0.145,The product quality is excellent. Highly recommend! Can someone respond?,0.712,72,False,Wonderful product. Fast delivery. Highly recommend!,5,0.9,51,0.806,0.615,0.08009538950715421,0.04559270516717325,0,0.462
CUST000345,48,Female,Suburban,Silver,400,0,5,249.36,49.87,5,5,0.169,0.629,0,0.128,The product quality is excellent. Highly recommend! Looking forward to your reply.,0.775,82,False,Wonderful product. Fast delivery. Highly recommend!,5,0.873,51,0.8240000000000001,0.665,0.6218453865336658,0.3488372093023256,0,0.27
CUST000346,55,Other,Urban,Platinum,83,83,1,82.12,82.12,1,1,0.458,0.171,2,0.608,I paid for express shipping but it's been delayed. Thank you.,0.257,61,False,The worst purchase I've made. Don't buy this product.,2,0.299,53,0.278,0.57,0.9776190476190477,0.26548672566371684,1,0.582
CUST000347,40,Male,Rural,Platinum,268,0,30,2382.28,79.41,30,8,0.132,0.634,2,0.423,I want to subscribe to your newsletter. I need assistance.,0.491,58,False,Standard product. Gets the job done.,3,0.535,36,0.513,0.47,8.856059479553904,3.0201342281879193,0,0.01
CUST000348,34,Female,Urban,Bronze,627,0,6,868.94,144.82,6,9,0.072,0.604,0,0.1,Thank you so much! The product exceeded my expectations. Can someone respond?,0.891,77,False,Fantastic product. Exceeded expectations. 5 stars!,4,0.88,50,0.8855,0.635,1.3836624203821657,0.27397260273972607,0,0.19
CUST000349,39,Male,Suburban,Platinum,701,0,6,525.6,87.6,6,7,0.14,0.745,2,0.177,The delivery was super fast. I'm very happy! Can someone respond?,0.706,65,False,Outstanding product and customer service. Will buy again!,5,0.934,57,0.8200000000000001,0.61,0.7487179487179487,0.24623803009575923,0,0.434
CUST000350,75,Female,Urban,Silver,400,400,1,92.27,92.27,1,23,0.569,0.279,0,0.607,I've called multiple times but no one helps me. Looking forward to your reply.,0.251,78,False,Very disappointed. Not as described. Poor customer service.,1,0.241,59,0.246,0.685,0.23009975062344137,0.06976744186046512,1,0.729
CUST000351,60,Female,Suburban,Silver,382,0,4,133.73,33.43,4,0,0.119,0.872,0,0.114,Your customer service team is amazing! Thank you.,0.783,49,False,Great value and excellent quality. Highly satisfied!,4,0.976,52,0.8795,0.505,0.34916449086161877,0.29126213592233013,0,0.129
CUST000352,72,Other,Suburban,Platinum,306,0,4,537.46,134.37,4,8,0.283,0.528,0,0.432,Can you explain your warranty policy? Thank you.,0.406,48,False,Average purchase. No major issues.,3,0.485,34,0.4455,0.41,1.750684039087948,0.35714285714285715,0,0.34
CUST000353,24,Other,Urban,Gold,12,0,5,174.87,34.97,5,2,0.789,0.272,3,0.713,Why is my order still pending? I placed it 2 weeks ago! Please help.,0.086,68,False,Low quality and expensive. Would not recommend.,2,0.241,47,0.16349999999999998,0.575,13.451538461538462,3.5714285714285716,0,0.387
